        ID       SIRE        DAM
    TV6319           *          *
    TV6320           *          *
    TV6321           *          *
    TV6322           *          *
    TV6323           *          *
    TV6325           *          *
    TV6326           *          *
    TV6327           *          *
    TV6328           *          *
    TV6329           *          *
    TV6330           *          *
    TV6400           *          *
    TV6401           *          *
    TV6402           *          *
    TV6403           *          *
    TV6404           *          *
    TV6405           *          *
    TV6407           *          *
    TV6408           *          *
    TV6409           *          *
    TV6410           *          *
    TV6411           *          *
    TV6412           *          *
    TV6413           *          *
    TV6414           *          *
    TV6415           *          *
    TV6416           *          *
    TV6417           *          *
    TV6418           *          *
    TV6419           *          *
    TV6420           *          *
    TV6421           *          *
    TV6422           *          *
    TV6423           *          *
    TV6424           *          *
    TV6601      TV6604     TV6602
    TV6602           *          *
    TV6603      TV4776          *
    TV6604           *          *
    TV6605           *          *
    TV6608           *          *
    TV6609      TV4519          *
    TV6610           *          *
    TV6612           *          *
    TV6613           *          *
    TV6614           *          *
    TV6616           *          *
    TV6700           *          *
    TV6701           *          *
    TV6702           *          *
    TV6703           *          *
    TV6704           *          *
    TV6705           *          *
    TV6706           *          *
    TV6707           *          *
    TV6708           *          *
    TV6709           *          *
    TV6710           *          *
    TV6720           *          *
    TV6721           *          *
    TV6722           *          *
    TV6723           *          *
    TV6724           *          *
    TV6725           *          *
    TV6727           *          *
    TV6728           *          *
    TV6729           *          *
    TV6730           *          *
    TV6900           *          *
    TV6901           *          *
    TV6902           *          *
    TV6903           *          *
    TV6904           *          *
    TV6905           *          *
    TV6910           *          *
    TV6913           *          *
    TV6917           *          *
    TV6924           *          *
    TV6925           *          *
    TV6928           *          *
    TV6932           *          *
   TVE0003           *          *
   TVE0004           *          *
   TVE0007           *          *
   TVE0012           *          *
   TVE0015           *          *
   TVE0019           *          *
   TVE0024           *          *
   TVE0025           *          *
   TVE0033           *          *
   TVE0036           *          *
   TVE0037           *          *
   TVE0038           *          *
   TVS0001           *          *
   TVS0002           *          *
   TVS0006           *          *
   TVS0008           *          *
   TVS0009           *          *
   TVS0010           *          *
   TVS0011           *          *
   TVS0012           *          *
   TVS0013           *          *
   TVS0014           *          *
   TVS0016           *          *
   TVS0020     TVS0050          *
   TVS0026           *          *
   TVS0030           *          *
   TVS0050           *          *
   TVS0051           *          *
   TVS0054           *          *
   TVS0056           *          *
   TVS0058           *          *
   TVS0060           *          *
   TVS0062           *          *
   TVS0200           *          *
   TVS0201           *          *
   TVS0202           *          *
   TVS0203           *          *
   TVS0204           *          *
   TVS0205           *          *
   TVS0206           *          *
   TVS0207           *          *
   TVS0208           *          *
   TVS0209           *          *
   TVS0211           *          *
   TVS0212           *          *
   TVS0213           *          *
   TVS0214           *          *
