Software Version            : FRANz 1.2.3
Dataset                     : cloneless
Time of Data Analysis       : Sat Jan  4 02:20:25 2025


*** MCMC Parameters ***

Seed                         : 1735982405
Update Allele Frequencies    : No
Gibbs sample missing data    : No
Check for Pedigree cycles    : Yes


*** Simulated Annealing specific Parameters ***

Initial acceptance rate chi  : 0.950
Neighborhood Size Factor beta: 3.000
Increment delta              : 0.100000
Converge event number        : 3
Converge tolerance epsilon   : 0.001

Calculated Parameters     
  Neighboorhood Size         : 91804
  Initial temperature c0     : 103.000000


*** Metropolis Hastings specific Parameters ***

Burnin Iterations            : 50000000
Iterations                   : 1215752192
Sample frequency             : 1000
MCMCMC Swap frequency        : 25
MCMCMC Number of swaps       : -1 (-1 == number threads)
MCMCMC Temperature           : 0.500


*** Data Parameters ***

  Nfmax                      : 60000
  Nmmax                      : 60000

 +------------+------------+------------+------------+----------+----------+-------+---------+---------+--------+
 |      Stage |  Iteration | Best Score |    Average |    Sigma |     Temp | Ratio |     x_f |     x_m | Thread |
 |        403 |  110715223 |  -2990.769 |  -3402.886 |   95.146 |    7.280 |  0.60 |   0.607 |   0.607 |      0 |
 |        404 |  110990634 |  -2990.769 |  -3392.107 |  127.991 |    7.263 |  0.60 |   0.422 |   0.422 |      0 |
 |        405 |  111266045 |  -2990.769 |  -3442.480 |   94.865 |    7.250 |  0.59 |   0.587 |   0.587 |      0 |
 |        406 |  111541456 |  -2990.769 |  -3327.154 |   86.446 |    7.232 |  0.61 |   0.505 |   0.505 |      0 |
 |        407 |  111816867 |  -2990.769 |  -3373.952 |   78.886 |    7.213 |  0.60 |   0.526 |   0.526 |      0 |
 |        408 |  112092278 |  -2990.769 |  -3522.987 |   98.755 |    7.192 |  0.58 |   0.587 |   0.587 |      0 |
 |        409 |  112367689 |  -2990.769 |  -3451.730 |   88.216 |    7.175 |  0.59 |   0.479 |   0.479 |      0 |
 |        410 |  112643100 |  -2990.769 |  -3416.254 |   84.800 |    7.157 |  0.59 |   0.514 |   0.514 |      0 |
 |        411 |  112918511 |  -2990.769 |  -3430.141 |   92.814 |    7.138 |  0.59 |   0.444 |   0.444 |      0 |
 |        412 |  113193922 |  -2990.769 |  -3546.432 |   75.738 |    7.120 |  0.58 |   0.482 |   0.482 |      0 |
 |        413 |  113469333 |  -2990.769 |  -3480.471 |   79.928 |    7.099 |  0.58 |   0.538 |   0.538 |      0 |
 |        414 |  113744744 |  -2990.769 |  -3429.449 |   81.686 |    7.079 |  0.59 |   0.541 |   0.541 |      0 |
 |        415 |  114020155 |  -2990.769 |  -3406.554 |   96.610 |    7.060 |  0.59 |   0.559 |   0.559 |      0 |
 |        416 |  114295566 |  -2990.769 |  -3325.058 |   92.235 |    7.043 |  0.60 |   0.660 |   0.660 |      0 |
 |        417 |  114570977 |  -2990.769 |  -3403.354 |   83.148 |    7.026 |  0.59 |   0.513 |   0.513 |      0 |
 |        418 |  114846388 |  -2990.769 |  -3566.238 |   87.482 |    7.007 |  0.57 |   0.492 |   0.492 |      0 |
 |        419 |  115121799 |  -2990.769 |  -3377.521 |   93.940 |    6.990 |  0.59 |   0.564 |   0.564 |      0 |
 |        420 |  115397210 |  -2990.769 |  -3365.314 |   82.777 |    6.973 |  0.59 |   0.641 |   0.641 |      0 |
 |        421 |  115672621 |  -2979.059 |  -3337.901 |  106.495 |    6.955 |  0.60 |   0.463 |   0.463 |      0 |
 |        422 |  115948032 |  -2979.059 |  -3505.762 |   77.994 |    6.940 |  0.58 |   0.531 |   0.531 |      0 |
 |        423 |  116223443 |  -2979.059 |  -3408.150 |   77.502 |    6.921 |  0.59 |   0.592 |   0.592 |      0 |
 |        424 |  116498854 |  -2979.059 |  -3435.105 |   87.359 |    6.901 |  0.58 |   0.402 |   0.402 |      0 |
 |        425 |  116774265 |  -2979.059 |  -3374.537 |   89.463 |    6.884 |  0.59 |   0.483 |   0.483 |      0 |
 |        426 |  117049676 |  -2979.059 |  -3395.584 |   82.608 |    6.867 |  0.58 |   0.549 |   0.549 |      0 |
 |        427 |  117325087 |  -2979.059 |  -3385.739 |   77.592 |    6.849 |  0.59 |   0.505 |   0.505 |      0 |
 |        428 |  117600498 |  -2979.059 |  -3368.622 |   82.214 |    6.830 |  0.59 |   0.520 |   0.520 |      0 |
 |        429 |  117875909 |  -2979.059 |  -3399.872 |   81.315 |    6.812 |  0.59 |   0.433 |   0.433 |      0 |
 |        430 |  118151320 |  -2979.059 |  -3402.736 |   81.036 |    6.794 |  0.58 |   0.471 |   0.471 |      0 |
 |        431 |  118426731 |  -2979.059 |  -3356.300 |   72.363 |    6.776 |  0.59 |   0.458 |   0.458 |      0 |
 |        432 |  118702142 |  -2979.059 |  -3400.237 |   85.471 |    6.756 |  0.59 |   0.548 |   0.548 |      0 |
 |        433 |  118977553 |  -2979.059 |  -3287.964 |   88.323 |    6.739 |  0.60 |   0.522 |   0.522 |      0 |
 |        434 |  119252964 |  -2979.059 |  -3397.713 |   91.679 |    6.722 |  0.58 |   0.569 |   0.569 |      0 |
 |        435 |  119528375 |  -2979.059 |  -3383.099 |   90.160 |    6.707 |  0.59 |   0.521 |   0.521 |      0 |
 |        436 |  119803786 |  -2979.059 |  -3386.829 |   86.955 |    6.691 |  0.59 |   0.529 |   0.529 |      0 |
 |        437 |  120079197 |  -2977.725 |  -3290.200 |   92.124 |    6.675 |  0.59 |   0.568 |   0.568 |      0 |
 |        438 |  120354608 |  -2977.725 |  -3463.452 |   80.417 |    6.659 |  0.57 |   0.494 |   0.494 |      0 |
 |        439 |  120630019 |  -2977.725 |  -3351.054 |   85.139 |    6.642 |  0.59 |   0.540 |   0.540 |      0 |
 |        440 |  120905430 |  -2977.725 |  -3325.753 |   79.549 |    6.625 |  0.59 |   0.558 |   0.558 |      0 |
 |        441 |  121180841 |  -2977.725 |  -3376.697 |  121.437 |    6.608 |  0.58 |   0.495 |   0.495 |      0 |
 |        442 |  121456252 |  -2977.725 |  -3387.177 |   81.794 |    6.596 |  0.58 |   0.541 |   0.541 |      0 |
 |        443 |  121731663 |  -2977.725 |  -3354.863 |   80.509 |    6.580 |  0.58 |   0.541 |   0.541 |      0 |
 |        444 |  122007074 |  -2977.725 |  -3348.753 |   84.878 |    6.563 |  0.58 |   0.510 |   0.510 |      0 |
 |        445 |  122282485 |  -2977.725 |  -3434.865 |   93.449 |    6.546 |  0.58 |   0.536 |   0.536 |      0 |
 |        446 |  122557896 |  -2977.725 |  -3367.696 |   85.756 |    6.532 |  0.58 |   0.472 |   0.472 |      0 |
 |        447 |  122833307 |  -2977.725 |  -3314.068 |   86.924 |    6.516 |  0.59 |   0.597 |   0.597 |      0 |
 |        448 |  123108718 |  -2964.258 |  -3274.006 |   93.056 |    6.501 |  0.59 |   0.635 |   0.635 |      0 |
 |        449 |  123384129 |  -2964.258 |  -3416.988 |  101.473 |    6.486 |  0.58 |   0.512 |   0.512 |      0 |
 |        450 |  123659540 |  -2964.258 |  -3325.928 |   94.606 |    6.473 |  0.58 |   0.599 |   0.599 |      0 |
 |        451 |  123934951 |  -2964.258 |  -3337.722 |   82.234 |    6.459 |  0.58 |   0.490 |   0.490 |      0 |
 |        452 |  124210362 |  -2964.258 |  -3386.631 |   90.252 |    6.443 |  0.58 |   0.519 |   0.519 |      0 |
 |        453 |  124485773 |  -2964.258 |  -3321.416 |   85.456 |    6.428 |  0.59 |   0.543 |   0.543 |      0 |
 |        454 |  124761184 |  -2964.258 |  -3329.537 |   84.678 |    6.413 |  0.58 |   0.566 |   0.566 |      0 |
 |        455 |  125036595 |  -2945.739 |  -3247.292 |   90.872 |    6.398 |  0.59 |   0.448 |   0.448 |      0 |
 |        456 |  125312006 |  -2945.739 |  -3357.667 |   78.768 |    6.383 |  0.58 |   0.524 |   0.524 |      0 |
 |        457 |  125587417 |  -2945.739 |  -3361.419 |   80.249 |    6.367 |  0.58 |   0.494 |   0.494 |      0 |
 |        458 |  125862828 |  -2945.739 |  -3384.739 |   83.533 |    6.351 |  0.58 |   0.463 |   0.463 |      0 |
 |        459 |  126138239 |  -2945.739 |  -3484.433 |   79.080 |    6.336 |  0.56 |   0.422 |   0.422 |      0 |
 |        460 |  126413650 |  -2945.739 |  -3438.314 |   82.098 |    6.320 |  0.57 |   0.449 |   0.449 |      0 |
 |        461 |  126689061 |  -2945.739 |  -3429.220 |   77.395 |    6.304 |  0.57 |   0.488 |   0.488 |      0 |
 |        462 |  126964472 |  -2945.739 |  -3367.607 |   88.297 |    6.288 |  0.58 |   0.541 |   0.541 |      0 |
 |        463 |  127239883 |  -2945.739 |  -3345.593 |   88.878 |    6.274 |  0.58 |   0.536 |   0.536 |      0 |
 |        464 |  127515294 |  -2945.739 |  -3337.840 |   87.580 |    6.260 |  0.58 |   0.560 |   0.560 |      0 |
 |        465 |  127790705 |  -2945.739 |  -3286.384 |   76.399 |    6.246 |  0.59 |   0.531 |   0.531 |      0 |
 |        466 |  128066116 |  -2945.739 |  -3300.072 |   90.435 |    6.229 |  0.58 |   0.500 |   0.500 |      0 |
 |        467 |  128341527 |  -2945.739 |  -3354.350 |  113.292 |    6.216 |  0.58 |   0.698 |   0.698 |      0 |
 |        468 |  128616938 |  -2945.739 |  -3338.430 |   98.876 |    6.205 |  0.58 |   0.519 |   0.519 |      0 |
 |        469 |  128892349 |  -2945.739 |  -3269.304 |   88.266 |    6.193 |  0.58 |   0.638 |   0.638 |      0 |
 |        470 |  129167760 |  -2945.739 |  -3301.317 |  114.768 |    6.179 |  0.58 |   0.531 |   0.531 |      0 |
 |        471 |  129443171 |  -2945.739 |  -3364.890 |   80.091 |    6.168 |  0.57 |   0.615 |   0.615 |      0 |
 |        472 |  129718582 |  -2945.739 |  -3268.303 |   87.229 |    6.153 |  0.58 |   0.503 |   0.503 |      0 |
 |        473 |  129993993 |  -2925.548 |  -3273.488 |  114.385 |    6.139 |  0.58 |   0.607 |   0.607 |      0 |
 |        474 |  130269404 |  -2925.548 |  -3264.880 |   78.189 |    6.129 |  0.58 |   0.534 |   0.534 |      0 |
 |        475 |  130544815 |  -2925.548 |  -3407.735 |   80.898 |    6.114 |  0.57 |   0.536 |   0.536 |      0 |
 |        476 |  130820226 |  -2925.548 |  -3354.032 |   83.415 |    6.099 |  0.57 |   0.507 |   0.507 |      0 |
 |        477 |  131095637 |  -2925.548 |  -3408.163 |  104.757 |    6.085 |  0.57 |   0.418 |   0.418 |      0 |
 |        478 |  131371048 |  -2925.548 |  -3358.062 |   73.554 |    6.074 |  0.57 |   0.481 |   0.481 |      0 |
 |        479 |  131646459 |  -2925.548 |  -3324.774 |   83.807 |    6.058 |  0.58 |   0.607 |   0.607 |      0 |
 |        480 |  131921870 |  -2925.548 |  -3279.658 |   87.371 |    6.044 |  0.58 |   0.565 |   0.565 |      0 |
 |        481 |  132197281 |  -2862.768 |  -3168.540 |   83.013 |    6.031 |  0.59 |   0.540 |   0.540 |      0 |
 |        482 |  132472692 |  -2862.768 |  -3318.688 |  104.821 |    6.017 |  0.58 |   0.443 |   0.443 |      0 |
 |        483 |  132748103 |  -2862.768 |  -3240.335 |   80.693 |    6.006 |  0.58 |   0.520 |   0.520 |      0 |
 |        484 |  133023514 |  -2862.768 |  -3271.228 |   90.061 |    5.992 |  0.58 |   0.442 |   0.442 |      0 |
 |        485 |  133298925 |  -2862.768 |  -3271.039 |   83.864 |    5.979 |  0.58 |   0.531 |   0.531 |      0 |
 |        486 |  133574336 |  -2858.439 |  -3195.270 |   95.255 |    5.966 |  0.58 |   0.441 |   0.441 |      0 |
 |        487 |  133849747 |  -2858.439 |  -3247.332 |   88.980 |    5.954 |  0.58 |   0.468 |   0.468 |      0 |
 |        488 |  134125158 |  -2858.439 |  -3260.269 |   83.032 |    5.941 |  0.58 |   0.528 |   0.528 |      0 |
 |        489 |  134400569 |  -2856.585 |  -3236.101 |  106.983 |    5.928 |  0.58 |   0.561 |   0.561 |      0 |
 |        490 |  134675980 |  -2856.585 |  -3240.987 |   83.555 |    5.917 |  0.58 |   0.562 |   0.562 |      0 |
 |        491 |  134951391 |  -2856.585 |  -3254.532 |  102.233 |    5.904 |  0.58 |   0.483 |   0.483 |      0 |
 |        492 |  135226802 |  -2856.585 |  -3289.340 |   84.483 |    5.893 |  0.57 |   0.490 |   0.490 |      0 |
 |        493 |  135502213 |  -2856.585 |  -3305.473 |  112.439 |    5.880 |  0.57 |   0.475 |   0.475 |      0 |
 |        494 |  135777624 |  -2856.585 |  -3275.575 |   93.110 |    5.870 |  0.57 |   0.469 |   0.469 |      0 |
 |        495 |  136053035 |  -2856.585 |  -3238.822 |   94.395 |    5.858 |  0.58 |   0.538 |   0.538 |      0 |
 |        496 |  136328446 |  -2856.585 |  -3270.077 |  103.321 |    5.847 |  0.57 |   0.506 |   0.506 |      0 |
 |        497 |  136603857 |  -2856.585 |  -3263.451 |   93.375 |    5.836 |  0.57 |   0.577 |   0.577 |      0 |
 |        498 |  136879268 |  -2856.585 |  -3193.019 |   82.444 |    5.825 |  0.58 |   0.568 |   0.568 |      0 |
 |        499 |  137154679 |  -2856.585 |  -3226.515 |   80.148 |    5.812 |  0.58 |   0.603 |   0.603 |      0 |
 |        500 |  137430090 |  -2856.585 |  -3232.396 |   90.431 |    5.798 |  0.58 |   0.558 |   0.558 |      0 |
 |        501 |  137705501 |  -2836.263 |  -3231.621 |   98.339 |    5.787 |  0.58 |   0.655 |   0.655 |      0 |
 |        502 |  137980912 |  -2836.263 |  -3204.369 |   97.427 |    5.776 |  0.58 |   0.716 |   0.716 |      0 |
 |        503 |  138256323 |  -2836.263 |  -3166.042 |   78.791 |    5.765 |  0.58 |   0.647 |   0.647 |      0 |
 |        504 |  138531734 |  -2783.929 |  -3112.449 |   91.777 |    5.752 |  0.58 |   0.591 |   0.591 |      0 |
 |        505 |  138807145 |  -2783.929 |  -3210.756 |  107.641 |    5.740 |  0.58 |   0.550 |   0.550 |      0 |
 |        506 |  139082556 |  -2783.929 |  -3252.650 |  110.708 |    5.730 |  0.57 |   0.530 |   0.530 |      0 |
 |        507 |  139357967 |  -2783.929 |  -3290.589 |  123.144 |    5.720 |  0.57 |   0.513 |   0.513 |      0 |
 |        508 |  139633378 |  -2783.929 |  -3232.888 |   72.205 |    5.710 |  0.57 |   0.485 |   0.485 |      0 |
 |        509 |  139908789 |  -2783.929 |  -3291.884 |   81.394 |    5.696 |  0.57 |   0.530 |   0.530 |      0 |
 |        510 |  140184200 |  -2783.929 |  -3278.492 |   79.767 |    5.683 |  0.57 |   0.541 |   0.541 |      0 |
 |        511 |  140459611 |  -2783.929 |  -3314.733 |   81.875 |    5.670 |  0.56 |   0.554 |   0.554 |      0 |
 |        512 |  140735022 |  -2783.929 |  -3196.100 |   85.647 |    5.658 |  0.58 |   0.569 |   0.569 |      0 |
 |        513 |  141010433 |  -2783.929 |  -3131.436 |   81.760 |    5.646 |  0.58 |   0.693 |   0.693 |      0 |
 |        514 |  141285844 |  -2783.929 |  -3138.803 |   96.632 |    5.634 |  0.58 |   0.515 |   0.515 |      0 |
 |        515 |  141561255 |  -2783.929 |  -3240.672 |   84.483 |    5.623 |  0.57 |   0.506 |   0.506 |      0 |
 |        516 |  141836666 |  -2783.929 |  -3257.280 |   79.435 |    5.611 |  0.57 |   0.518 |   0.518 |      0 |
 |        517 |  142112077 |  -2783.929 |  -3224.362 |  101.868 |    5.599 |  0.57 |   0.503 |   0.503 |      0 |
 |        518 |  142387488 |  -2783.929 |  -3137.496 |   77.021 |    5.589 |  0.58 |   0.566 |   0.566 |      0 |
 |        519 |  142662899 |  -2783.929 |  -3222.053 |  101.040 |    5.576 |  0.57 |   0.565 |   0.565 |      0 |
 |        520 |  142938310 |  -2783.929 |  -3250.398 |   81.868 |    5.566 |  0.57 |   0.496 |   0.496 |      0 |
 |        521 |  143213721 |  -2783.929 |  -3320.478 |   80.447 |    5.554 |  0.56 |   0.522 |   0.522 |      0 |
 |        522 |  143489132 |  -2783.929 |  -3349.713 |   80.119 |    5.542 |  0.55 |   0.496 |   0.496 |      0 |
 |        523 |  143764543 |  -2783.929 |  -3215.464 |  120.594 |    5.530 |  0.57 |   0.472 |   0.472 |      0 |
 |        524 |  144039954 |  -2783.929 |  -3264.115 |   82.513 |    5.520 |  0.57 |   0.492 |   0.492 |      0 |
 |        525 |  144315365 |  -2783.929 |  -3180.933 |  100.557 |    5.508 |  0.57 |   0.506 |   0.506 |      0 |
 |        526 |  144590776 |  -2783.929 |  -3166.006 |   89.105 |    5.498 |  0.58 |   0.505 |   0.505 |      0 |
 |        527 |  144866187 |  -2783.929 |  -3163.812 |   74.649 |    5.487 |  0.57 |   0.515 |   0.515 |      0 |
 |        528 |  145141598 |  -2783.929 |  -3325.472 |   82.708 |    5.474 |  0.56 |   0.460 |   0.460 |      0 |
 |        529 |  145417009 |  -2783.929 |  -3222.189 |   82.237 |    5.463 |  0.57 |   0.608 |   0.608 |      0 |
 |        530 |  145692420 |  -2783.929 |  -3165.490 |   74.519 |    5.451 |  0.57 |   0.517 |   0.517 |      0 |
 |        531 |  145967831 |  -2783.929 |  -3090.453 |   79.244 |    5.439 |  0.57 |   0.617 |   0.617 |      0 |
 |        532 |  146243242 |  -2783.929 |  -3156.917 |   99.051 |    5.427 |  0.57 |   0.542 |   0.542 |      0 |
 |        533 |  146518653 |  -2783.929 |  -3182.070 |   72.812 |    5.417 |  0.57 |   0.520 |   0.520 |      0 |
 |        534 |  146794064 |  -2783.929 |  -3228.422 |   85.125 |    5.404 |  0.57 |   0.661 |   0.661 |      0 |
 |        535 |  147069475 |  -2783.929 |  -3059.055 |   77.062 |    5.393 |  0.58 |   0.533 |   0.533 |      0 |
 |        536 |  147344886 |  -2783.929 |  -3132.527 |   73.048 |    5.381 |  0.57 |   0.502 |   0.502 |      0 |
 |        537 |  147620297 |  -2783.929 |  -3310.031 |   90.140 |    5.369 |  0.56 |   0.580 |   0.580 |      0 |
 |        538 |  147895708 |  -2783.929 |  -3179.987 |   91.178 |    5.359 |  0.57 |   0.742 |   0.742 |      0 |
 |        539 |  148171119 |  -2783.929 |  -3106.981 |   89.498 |    5.349 |  0.58 |   0.676 |   0.676 |      0 |
 |        540 |  148446530 |  -2773.993 |  -3117.742 |   99.979 |    5.339 |  0.57 |   0.577 |   0.577 |      0 |
 |        541 |  148721941 |  -2773.993 |  -3074.372 |   79.927 |    5.329 |  0.57 |   0.482 |   0.482 |      0 |
 |        542 |  148997352 |  -2773.993 |  -3172.622 |   78.651 |    5.317 |  0.56 |   0.608 |   0.608 |      0 |
 |        543 |  149272763 |  -2773.993 |  -3189.602 |   78.187 |    5.306 |  0.57 |   0.542 |   0.542 |      0 |
 |        544 |  149548174 |  -2773.993 |  -3241.632 |   75.130 |    5.294 |  0.56 |   0.605 |   0.605 |      0 |
 |        545 |  149823585 |  -2773.993 |  -3122.464 |   99.737 |    5.283 |  0.57 |   0.585 |   0.585 |      0 |
 |        546 |  150098996 |  -2773.993 |  -3146.196 |   76.629 |    5.273 |  0.57 |   0.545 |   0.545 |      0 |
 |        547 |  150374407 |  -2773.993 |  -3141.426 |   75.323 |    5.261 |  0.57 |   0.527 |   0.527 |      0 |
 |        548 |  150649818 |  -2773.993 |  -3208.873 |  104.843 |    5.249 |  0.56 |   0.512 |   0.512 |      0 |
 |        549 |  150925229 |  -2773.993 |  -3115.625 |  111.966 |    5.239 |  0.57 |   0.712 |   0.712 |      0 |
 |        550 |  151200640 |  -2773.993 |  -3041.185 |   82.211 |    5.229 |  0.57 |   0.625 |   0.625 |      0 |
 |        551 |  151476051 |  -2773.993 |  -3155.856 |   81.557 |    5.219 |  0.57 |   0.594 |   0.594 |      0 |
 |        552 |  151751462 |  -2737.325 |  -3041.448 |   80.110 |    5.208 |  0.57 |   0.607 |   0.607 |      0 |
 |        553 |  152026873 |  -2737.325 |  -3047.097 |   93.482 |    5.198 |  0.57 |   0.581 |   0.581 |      0 |
 |        554 |  152302284 |  -2737.325 |  -3072.362 |   74.334 |    5.188 |  0.57 |   0.504 |   0.504 |      0 |
 |        555 |  152577695 |  -2737.325 |  -3176.821 |   80.145 |    5.176 |  0.56 |   0.656 |   0.656 |      0 |
 |        556 |  152853106 |  -2737.325 |  -3087.081 |   67.657 |    5.166 |  0.57 |   0.595 |   0.595 |      0 |
 |        557 |  153128517 |  -2724.196 |  -3086.377 |  106.257 |    5.153 |  0.57 |   0.673 |   0.673 |      0 |
 |        558 |  153403928 |  -2724.196 |  -3075.715 |   88.216 |    5.143 |  0.57 |   0.519 |   0.519 |      0 |
 |        559 |  153679339 |  -2724.196 |  -3150.191 |   99.298 |    5.133 |  0.56 |   0.592 |   0.592 |      0 |
 |        560 |  153954750 |  -2724.196 |  -3059.662 |   81.813 |    5.123 |  0.57 |   0.512 |   0.512 |      0 |
 |        561 |  154230161 |  -2724.196 |  -3123.188 |   70.797 |    5.113 |  0.56 |   0.601 |   0.601 |      0 |
 |        562 |  154505572 |  -2724.196 |  -3166.235 |   78.344 |    5.101 |  0.56 |   0.471 |   0.471 |      0 |
 |        563 |  154780983 |  -2724.196 |  -3051.215 |   80.933 |    5.091 |  0.57 |   0.557 |   0.557 |      0 |
 |        564 |  155056394 |  -2724.196 |  -3051.907 |   87.325 |    5.080 |  0.57 |   0.708 |   0.708 |      0 |
 |        565 |  155331805 |  -2715.160 |  -3049.650 |  109.625 |    5.070 |  0.57 |   0.638 |   0.638 |      0 |
 |        566 |  155607216 |  -2715.160 |  -3113.066 |   78.379 |    5.060 |  0.56 |   0.583 |   0.583 |      0 |
 |        567 |  155882627 |  -2715.160 |  -3111.597 |   83.461 |    5.050 |  0.56 |   0.500 |   0.500 |      0 |
 |        568 |  156158038 |  -2715.160 |  -3116.939 |  101.792 |    5.040 |  0.56 |   0.682 |   0.682 |      0 |
 |        569 |  156433449 |  -2659.833 |  -3018.040 |  102.252 |    5.030 |  0.56 |   0.601 |   0.601 |      0 |
 |        570 |  156708860 |  -2659.833 |  -3093.365 |   89.214 |    5.020 |  0.56 |   0.589 |   0.589 |      0 |
 |        571 |  156984271 |  -2659.833 |  -3095.139 |   81.995 |    5.010 |  0.56 |   0.471 |   0.471 |      0 |
 |        572 |  157259682 |  -2659.833 |  -3176.141 |   73.498 |    5.000 |  0.56 |   0.459 |   0.459 |      0 |
 |        573 |  157535093 |  -2659.833 |  -3167.161 |   70.165 |    4.989 |  0.55 |   0.637 |   0.637 |      0 |
 |        574 |  157810504 |  -2659.833 |  -3070.969 |   77.428 |    4.978 |  0.56 |   0.635 |   0.635 |      0 |
 |        575 |  158085915 |  -2659.833 |  -3030.344 |   86.591 |    4.968 |  0.56 |   0.704 |   0.704 |      0 |
 |        576 |  158361326 |  -2659.833 |  -3102.003 |   80.868 |    4.958 |  0.56 |   0.512 |   0.512 |      0 |
 |        577 |  158636737 |  -2659.833 |  -3074.816 |   94.439 |    4.948 |  0.56 |   0.543 |   0.543 |      0 |
 |        578 |  158912148 |  -2659.833 |  -3035.075 |   82.366 |    4.938 |  0.56 |   0.524 |   0.524 |      0 |
 |        579 |  159187559 |  -2659.833 |  -3086.611 |   94.772 |    4.928 |  0.56 |   0.517 |   0.517 |      0 |
 |        580 |  159462970 |  -2659.833 |  -3083.984 |  111.942 |    4.918 |  0.56 |   0.887 |   0.887 |      0 |
 |        581 |  159738381 |  -2659.833 |  -2970.233 |   90.789 |    4.908 |  0.56 |   0.784 |   0.784 |      0 |
 |        582 |  160013792 |  -2659.833 |  -2969.833 |  105.016 |    4.898 |  0.56 |   0.511 |   0.511 |      0 |
 |        583 |  160289203 |  -2659.833 |  -3133.222 |   77.605 |    4.888 |  0.56 |   0.557 |   0.557 |      0 |
 |        584 |  160564614 |  -2659.833 |  -3104.197 |   84.952 |    4.878 |  0.55 |   0.615 |   0.615 |      0 |
 |        585 |  160840025 |  -2659.833 |  -3025.864 |  121.956 |    4.868 |  0.56 |   0.556 |   0.556 |      0 |
 |        586 |  161115436 |  -2659.833 |  -3073.299 |   80.888 |    4.858 |  0.56 |   0.562 |   0.562 |      0 |
 |        587 |  161390847 |  -2659.833 |  -3100.780 |   86.030 |    4.848 |  0.55 |   0.560 |   0.560 |      0 |
 |        588 |  161666258 |  -2659.833 |  -3106.085 |   79.021 |    4.838 |  0.55 |   0.553 |   0.553 |      0 |
 |        589 |  161941669 |  -2659.833 |  -3056.078 |   75.433 |    4.828 |  0.56 |   0.605 |   0.605 |      0 |
 |        590 |  162217080 |  -2659.833 |  -3033.137 |   66.165 |    4.818 |  0.56 |   0.562 |   0.562 |      0 |
 |        591 |  162492491 |  -2659.833 |  -3061.132 |   74.205 |    4.807 |  0.56 |   0.542 |   0.542 |      0 |
 |        592 |  162767902 |  -2659.833 |  -3061.740 |  100.557 |    4.797 |  0.56 |   0.567 |   0.567 |      0 |
 |        593 |  163043313 |  -2659.833 |  -3072.036 |   83.604 |    4.787 |  0.56 |   0.611 |   0.611 |      0 |
 |        594 |  163318724 |  -2659.833 |  -3037.098 |   73.338 |    4.777 |  0.56 |   0.640 |   0.640 |      0 |
 |        595 |  163594135 |  -2659.833 |  -3013.366 |   75.470 |    4.767 |  0.56 |   0.488 |   0.488 |      0 |
 |        596 |  163869546 |  -2659.833 |  -3098.469 |   88.085 |    4.757 |  0.55 |   0.618 |   0.618 |      0 |
 |        597 |  164144957 |  -2659.833 |  -2994.906 |   77.095 |    4.747 |  0.56 |   0.572 |   0.572 |      0 |
 |        598 |  164420368 |  -2659.833 |  -2978.441 |   73.636 |    4.737 |  0.56 |   0.629 |   0.629 |      0 |
 |        599 |  164695779 |  -2659.833 |  -3008.282 |   75.196 |    4.727 |  0.56 |   0.551 |   0.551 |      0 |
 |        600 |  164971190 |  -2659.833 |  -3021.477 |   99.139 |    4.717 |  0.55 |   0.587 |   0.587 |      0 |
 |        601 |  165246601 |  -2659.833 |  -3072.958 |   76.403 |    4.707 |  0.55 |   0.502 |   0.502 |      0 |
 |        602 |  165522012 |  -2659.833 |  -3010.906 |   77.027 |    4.697 |  0.55 |   0.593 |   0.593 |      0 |
 |        603 |  165797423 |  -2659.833 |  -3042.284 |   75.665 |    4.687 |  0.55 |   0.671 |   0.671 |      0 |
 |        604 |  166072834 |  -2659.833 |  -2959.823 |   69.208 |    4.677 |  0.55 |   0.576 |   0.576 |      0 |
 |        605 |  166348245 |  -2659.833 |  -2999.023 |   92.552 |    4.667 |  0.55 |   0.623 |   0.623 |      0 |
 |        606 |  166623656 |  -2636.259 |  -2995.823 |  101.922 |    4.657 |  0.56 |   0.537 |   0.537 |      0 |
 |        607 |  166899067 |  -2636.259 |  -3003.739 |   86.751 |    4.647 |  0.55 |   0.564 |   0.564 |      0 |
 |        608 |  167174478 |  -2636.259 |  -3030.409 |   83.648 |    4.637 |  0.55 |   0.701 |   0.701 |      0 |
 |        609 |  167449889 |  -2629.244 |  -2919.959 |   77.363 |    4.627 |  0.56 |   0.590 |   0.590 |      0 |
 |        610 |  167725300 |  -2629.244 |  -2916.308 |   82.910 |    4.617 |  0.56 |   0.560 |   0.560 |      0 |
 |        611 |  168000711 |  -2629.244 |  -2966.086 |   93.405 |    4.607 |  0.55 |   0.624 |   0.624 |      0 |
 |        612 |  168276122 |  -2629.244 |  -2950.533 |   83.793 |    4.597 |  0.55 |   0.635 |   0.635 |      0 |
 |        613 |  168551533 |  -2543.209 |  -2847.875 |   85.845 |    4.587 |  0.56 |   0.711 |   0.711 |      0 |
 |        614 |  168826944 |  -2543.209 |  -2917.640 |   82.210 |    4.577 |  0.56 |   0.551 |   0.551 |      0 |
 |        615 |  169102355 |  -2543.209 |  -2983.680 |   84.045 |    4.567 |  0.55 |   0.637 |   0.637 |      0 |
 |        616 |  169377766 |  -2543.209 |  -2884.117 |   85.749 |    4.557 |  0.55 |   0.651 |   0.651 |      0 |
