Tree,Lat,Lat ',Long,Long '
Tikaboo166,37,26.676,115,27.763
Tikaboo167,37,26.686,115,27.763
Tikaboo168,37,26.686,115,27.763
Tikaboo169,37,26.686,115,27.763
Tikaboo170,37,26.686,115,27.763
Tikaboo171,37,26.684,115,27.768
Tikaboo172,37,26.683,115,27.774
Tikaboo173,37,26.686,115,27.777
Tikaboo23,37,27.876,115,29.577
Tikaboo24,37,27.879,115,29.583
Tikaboo25,37,27.884,115,29.581
Tikaboo26,37,27.890,115,29.590
Tikaboo27,37,27.888,115,29.589
Tikaboo28,37,27.900,115,29.608
Tikaboo29,37,27.910,115,29.617
Tikaboo30,37,27.911,115,29.620
Tikaboo31,37,27.905,115,29.623
Tikaboo32,37,27.909,115,29.629
Tikaboo33,37,27.919,115,29.628
Tikaboo34,37,27.917,115,29.632
Tikaboo35,37,27.920,115,29.642
Tikaboo36,37,27.920,115,29.641
Tikaboo37,37,27.923,115,29.639
Tikaboo38,37,27.920,115,29.637
Tikaboo39,37,27.926,115,29.639
Tikaboo40,37,27.924,115,29.647
Tikaboo41,37,27.924,115,29.647
Tikaboo42,37,27.928,115,29.644
Tikaboo43,37,27.930,115,29.645
Tikaboo44,37,27.930,115,29.645
Tikaboo45,37,27.930,115,29.645
Tikaboo46,37,27.930,115,29.645
Tikaboo47,37,27.928,115,29.649
Tikaboo48,37,27.928,115,29.649
Tikaboo49,37,27.932,115,29.658
Tikaboo50,37,27.934,115,29.657
Tikaboo51,37,27.936,115,29.658
Tikaboo52,37,27.932,115,29.669
Tikaboo53,37,27.951,115,29.686
Tikaboo54,37,27.956,115,29.697
Tikaboo55,37,27.959,115,29.710
Tikaboo56,37,27.959,115,29.707
Tikaboo57,37,27.965,115,29.717
Tikaboo58,37,27.975,115,29.727
Tikaboo59,37,27.962,115,29.733
Tikaboo60,37,27.980,115,29.733
Tikaboo61,37,27.978,115,29.734
Tikaboo62,37,27.984,115,29.741
Tikaboo63,37,27.987,115,29.741
Tikaboo64,37,27.980,115,29.743
Tikaboo65,37,27.990,115,29.745
Tikaboo66,37,27.994,115,29.761
Tikaboo67,37,27.998,115,29.754
Tikaboo68,37,28.005,115,29.774
Tikaboo69,37,28.004,115,29.775
Tikaboo70,37,28.018,115,29.740
Tikaboo71,37,28.015,115,29.789
Tikaboo72,37,28.021,115,29.796
Tikaboo73,37,28.657,115,30.833
Tikaboo74,37,28.657,115,30.833
Tikaboo75,37,28.657,115,30.833
Tikaboo76,37,28.657,115,30.833
Tikaboo77,37,28.658,115,30.820
Tikaboo78,37,28.647,115,30.814
Tikaboo79,37,28.642,115,30.802
Tikaboo80,37,28.639,115,30.804
Tikaboo81,37,28.639,115,30.804
Tikaboo82,37,28.641,115,30.798
Tikaboo83,37,28.674,115,30.782
Tikaboo84,37,28.677,115,30.779
Tikaboo85,37,28.617,115,30.769
Tikaboo86,37,28.619,115,30.766
Tikaboo87,37,28.614,115,30.764
Tikaboo88,37,28.606,115,30.745
Tikaboo89,37,28.601,115,30.747
Tikaboo90,37,28.601,115,30.747
Tikaboo91,37,28.599,115,30.746
Tikaboo92,37,28.602,115,30.742
Tikaboo93,37,28.603,115,30.740
Tikaboo94,37,28.602,115,30.735
Tikaboo95,37,28.600,115,30.732
Tikaboo96,37,28.595,115,30.733
Tikaboo97,37,28.595,115,30.729
Tikaboo98,37,28.586,115,30.732
Tikaboo99,37,28.589,115,30.727
TM0001,36,51.591,117,30.117
TM0003,36,51.591,117,30.139
TM0004,36,51.596,117,30.122
TM0005,36,51.595,117,30.106
TM0006,36,51.598,117,30.098
TM0007,36,51.600,117,30.089
TM0008,36,51.605,117,30.079
TM0009,36,51.611,117,30.068
TM0010,36,51.614,117,30.061
TR0001,35,28.541,117,35.216
TR0002,35,28.585,117,35.229
TR0003,35,28.659,117,35.203
TR0004,35,28.722,117,35.138
TR0005,35,28.966,117,35.110
TR0006,35,28.990,117,35.110
TR0007,35,29.026,117,35.125
TR0008,35,28.986,117,35.063
TR0009,35,28.896,117,34.965
TR0010,35,28.794,117,34.966
TV0000,37,28.873,115,30.368
TV0001,37,28.896,115,30.359
TV0002,37,28.716,115,30.280
TV0003,37,28.857,115,30.374
TV0004,37,28.852,115,30.384
TV0005,37,28.837,115,30.388
TV0006,37,28.828,115,30.400
TV0007,37,28.823,115,30.409
TV0008,37,28.821,115,30.416
TV0009,37,28.818,115,30.446
TV0010,37,28.820,115,30.463
TV0011,37,28.827,115,30.403
TV0012,37,28.881,115,30.411
TV0013,37,29.147,115,30.341
TV0014,37,29.119,115,30.383
TV0015,37,29.093,115,30.417
TV0016,37,29.008,115,30.412
TV0017,37,29.161,115,30.482
TV0018,37,29.266,115,30.482
TV0019,37,28.841,115,30.434
TV0020,37,28.651,115,30.334
TV0021,37,28.622,115,30.283
TV0174,37,27.984,115,29.948
TV0175,37,27.980,115,29.945
TV0176,37,27.972,115,29.939
TV0177,37,27.968,115,29.934
TV0178,37,27.969,115,29.928
TV0179,37,27.971,115,29.932
TV0180,37,27.984,115,29.924
TV0181,37,27.946,115,29.871
TV0182,37,27.935,115,29.872
TV0183,37,27.922,115,29.867
TV0184,37,27.922,115,29.854
TV0185,37,27.929,115,29.846
TV0186,37,27.935,115,29.845
TV0187,37,27.938,115,29.847
TV0188,37,27.888,115,29.772
TV0189,37,27.880,115,29.787
TV0190,37,27.880,115,29.784
TV0191,37,27.878,115,29.781
TV0192,37,27.865,115,29.767
TV0193,37,27.865,115,29.767
TV0194,37,27.876,115,29.772
TV0195,37,27.876,115,29.766
TV0196,37,27.878,115,29.767
TV0197,37,27.882,115,29.767
TV0198,37,27.880,115,29.762
TV0199,37,27.887,115,29.762
TV0200,37,27.890,115,29.750
TV0201,37,27.896,115,29.756
TV0202,37,27.891,115,29.748
TV0203,37,27.840,115,29.684
TV0204,37,27.833,115,29.690
TV0205,37,27.833,115,29.690
TV0206,37,27.836,115,29.683
TV0207,37,27.830,115,29.692
TV0208,37,27.833,115,29.671
TV0209,37,27.840,115,29.670
TV0210,37,27.513,115,29.166
TV0211,37,27.513,115,29.166
TV0212,37,27.509,115,29.172
TV0213,37,27.498,115,29.179
TV0214,37,27.498,115,29.188
TV0215,37,27.502,115,29.190
TV0216,37,27.511,115,29.184
TV0217,37,27.524,115,29.182
TV0218,37,27.524,115,29.182
TV0219,37,27.524,115,29.182
TV0220,37,27.524,115,29.182
TV0221,37,27.518,115,29.190
TV0222,37,27.525,115,29.194
TV0223,37,27.525,115,29.194
TV0224,37,27.513,115,29.201
TV0225,37,27.509,115,29.200
TV0226,37,27.568,115,29.247
TV0227,37,27.570,115,29.248
TV0228,37,27.570,115,29.257
TV0229,37,27.565,115,29.271
TV0230,37,27.560,115,29.270
TV0231,37,27.559,115,29.266
TV0232,37,27.548,115,29.265
TV0233,37,27.619,115,29.329
TV0234,37,27.625,115,29.342
TV0235,37,27.629,115,29.349
TV0236,37,27.624,115,29.350
TV0237,37,27.624,115,29.350
TV0238,37,27.627,115,29.355
TV0239,37,27.623,115,29.359
TV0240,37,27.622,115,29.362
TV0241,37,27.616,115,29.364
TV0242,37,27.616,115,29.364
TV0243,37,27.616,115,29.364
TV0244,37,27.616,115,29.358
TV0245,37,27.621,115,29.353
TV0246,37,27.620,115,29.350
TV0247,37,27.616,115,29.353
TV0248,37,27.616,115,29.353
TV0249,37,27.616,115,29.349
TV0250,37,27.614,115,29.350
TV0251,37,27.611,115,29.349
TV0252,37,27.609,115,29.346
TV0253,37,27.608,115,29.347
TV0254,37,27.611,115,29.339
TV0255,37,27.599,115,29.340
TV0256,37,27.600,115,29.344
TV0257,37,27.302,115,28.619
TV0258,37,27.307,115,28.614
TV0259,37,27.314,115,28.614
TV0260,37,27.318,115,28.610
TV0261,37,27.318,115,28.610
TV0262,37,27.313,115,28.600
TV0263,37,27.298,115,28.610
TV0264,37,27.286,115,28.600
TV0265,37,27.288,115,28.600
TV0266,37,27.288,115,28.597
TV0267,37,27.288,115,28.597
TV0268,37,27.298,115,28.588
TV0269,37,27.294,115,28.596
TV0270,37,27.294,115,28.595
TV0271,37,27.306,115,28.591
TV0272,37,27.305,115,28.591
TV0273,37,27.308,115,28.588
TV0274,37,27.309,115,28.587
TV0275,37,27.243,115,28.535
TV0276,37,27.248,115,28.530
TV0277,37,27.250,115,28.527
TV0278,37,27.258,115,28.521
TV0279,37,27.257,115,28.520
TV0280,37,27.257,115,28.520
TV0281,37,27.259,115,28.516
TV0282,37,27.259,115,28.515
TV0283,37,27.260,115,28.511
TV0284,37,27.254,115,28.514
TV0285,37,27.254,115,28.514
TV0286,37,27.252,115,28.517
TV0287,37,27.251,115,28.520
TV0288,37,27.250,115,28.520
TV0289,37,27.247,115,28.517
TV0290,37,27.243,115,28.523
TV0291,37,27.243,115,28.523
TV0292,37,27.236,115,28.520
TV0293,37,27.236,115,28.520
TV0294,37,27.241,115,28.515
TV0295,37,27.241,115,28.515
TV0296,37,27.250,115,28.504
TV0297,37,27.249,115,28.510
TV0298,37,27.248,115,28.509
TV0299,37,27.248,115,28.510
TV0300,37,27.239,115,28.507
TV0301,37,27.247,115,28.493
TV0302,37,26.112,115,27.445
TV0303,37,26.110,115,27.442
TV0304,37,26.103,115,27.437
TV0305,37,26.098,115,27.434
TV0306,37,26.095,115,27.445
TV0307,37,26.099,115,27.444
TV0308,37,26.098,115,27.449
TV0309,37,26.070,115,27.523
TV0310,37,26.070,115,27.523
TV0311,37,26.053,115,27.523
TV0312,37,26.053,115,27.523
TV0313,37,26.052,115,27.527
TV0314,37,26.052,115,27.528
TV0315,37,26.047,115,27.526
TV0316,37,26.047,115,27.515
TV0317,37,26.047,115,27.515
TV0318,37,26.050,115,27.513
TV0319,37,26.052,115,27.505
TV0320,37,26.049,115,27.504
TV0321,37,26.049,115,27.504
TV0322,37,26.049,115,27.504
TV0323,37,26.049,115,27.504
TV0324,37,26.049,115,27.504
TV0325,37,26.044,115,27.490
TV0326,37,26.042,115,27.491
TV0327,37,26.043,115,27.507
TV0328,37,26.037,115,27.502
TV0329,37,26.038,115,27.506
TV0330,37,26.033,115,27.519
TV0331,37,26.033,115,27.519
TV0332,37,26.033,115,27.519
TV0333,37,26.033,115,27.519
TV0334,37,26.036,115,27.521
TV0335,37,25.998,115,27.586
TV0336,37,25.985,115,27.567
TV0337,37,25.967,115,27.577
TV0338,37,25.970,115,27.580
TV0339,37,25.974,115,27.581
TV0340,37,25.974,115,27.581
TV0341,37,25.972,115,27.590
TV0342,37,25.977,115,27.589
TV0343,37,25.980,115,27.593
TV0344,37,25.985,115,27.589
TV0345,37,25.987,115,27.589
TV0346,37,25.987,115,27.589
TV0347,37,28.856,115,30.406
TV0348,37,28.848,115,30.373
TV0349,37,28.845,115,30.419
TV0350,37,28.842,115,30.433
TV0351,37,28.861,115,30.412
TV0352,37,28.860,115,30.409
TV0353,37,28.867,115,30.407
TV0354,37,28.868,115,30.408
TV0355,37,28.875,115,30.423
TV0356,37,28.870,115,30.404
TV0357,37,28.870,115,30.400
TV0358,37,28.872,115,30.402
TV0359,37,28.877,115,30.398
TV0360,37,28.859,115,30.391
TV0361,37,28.858,115,30.383
TV0362,37,28.857,115,30.841
TV0363,37,28.866,115,30.343
TV0364,37,28.863,115,30.310
TV0365,37,28.866,115,30.319
TV0366,37,28.873,115,30.328
TV0367,37,28.878,115,30.337
TV0368,37,28.876,115,30.372
TV0369,37,28.857,115,30.375
TV0370,37,28.849,115,30.373
TV0371,37,28.832,115,30.323
TV0372,37,28.832,115,30.323
TV0373,37,28.834,115,30.333
TV0374,37,28.735,115,30.241
TV0375,37,28.727,115,30.231
TV0376,37,28.733,115,30.231
TV0377,37,28.727,115,30.215
TV0378,37,28.746,115,30.201
TV0379,37,28.746,115,30.214
TV0380,37,28.745,115,30.229
TV0381,37,28.744,115,30.233
TV0382,37,28.719,115,30.262
TV0383,37,28.717,115,30.258
TV0384,37,28.721,115,30.255
TV0385,37,28.722,115,30.251
TV0386,37,28.710,115,30.258
TV0387,37,28.714,115,30.242
TV0388,37,28.613,115,30.151
TV0389,37,28.602,115,30.145
TV0390,37,28.591,115,30.142
TV0391,37,28.606,115,30.136
TV0392,37,28.612,115,30.122
TV0393,37,28.608,115,30.113
TV0394,37,28.634,115,30.121
TV0395,37,28.632,115,30.135
TV0396,37,28.624,115,30.160
TV0397,37,28.603,115,30.159
TV0398,37,28.591,115,30.162
TV0399,37,28.501,115,30.061
TV0400,37,28.501,115,30.076
TV0401,37,28.494,115,30.082
TV0402,37,28.499,115,30.069
TV0403,37,28.490,115,30.049
TV0404,37,28.495,115,30.045
TV0405,37,28.478,115,30.040
TV0406,37,28.483,115,30.033
TV0407,37,28.491,115,30.033
TV0408,37,28.490,115,30.037
TV0409,37,28.501,115,30.024
TV0410,37,28.517,115,30.042
TV0411,37,28.519,115,30.045
TV0412,37,28.528,115,30.049
TV0413,37,28.523,115,30.058
TV0414,37,28.513,115,30.060
TV0415,37,28.379,115,29.952
TV0416,37,28.372,115,29.933
TV0417,37,28.372,115,29.957
TV0418,37,28.378,115,29.936
TV0419,37,28.393,115,29.125
TV0420,37,28.403,115,29.933
TV0421,37,28.403,115,29.939
TV0422,37,28.389,115,29.956
TV0423,37,28.414,115,29.959
TV0424,37,28.406,115,29.963
TV0425,37,28.410,115,29.979
TV0426,37,28.394,115,29.969
TV0427,37,28.393,115,29.991
TV0428,37,28.389,115,29.992
TV0429,37,28.393,115,29.990
TV0430,37,28.387,115,29.988
TV0431,37,28.379,115,29.980
TV0432,37,28.383,115,29.975
TV0433,37,28.372,115,29.984
TV0434,37,28.371,115,29.984
TV0435,37,28.252,115,29.860
TV0436,37,28.258,115,29.858
TV0437,37,28.257,115,29.864
TV0438,37,28.285,115,29.868
TV0439,37,28.264,115,29.856
TV0440,37,28.265,115,29.856
TV0441,37,28.271,115,29.844
TV0442,37,28.277,115,29.858
TV0443,37,28.277,115,29.864
TV0444,37,28.294,115,29.869
TV0445,37,28.277,115,29.866
TV0446,37,28.298,115,29.879
TV0447,37,28.290,115,29.876
TV0448,37,28.291,115,29.889
TV0449,37,28.277,115,29.875
TV0450,37,28.277,115,29.890
TV0451,37,28.287,115,29.891
TV0452,37,28.263,115,29.906
TV0453,37,28.263,115,29.902
TV0454,37,28.263,115,29.904
TV0455,37,28.255,115,29.940
TV0456,37,28.246,115,29.870
TV0457,37,28.246,115,29.865
TV0458,37,28.258,115,29.870
TV0459,37,28.138,115,29.773
TV0460,37,28.140,115,29.775
TV0461,37,28.148,115,29.772
TV0462,37,28.152,115,29.772
TV0463,37,28.148,115,29.777
TV0464,37,28.153,115,29.775
TV0465,37,28.158,115,29.764
TV0466,37,28.153,115,29.782
TV0467,37,28.170,115,29.770
TV0468,37,28.156,115,29.785
TV0469,37,28.160,115,29.791
TV0470,37,28.176,115,29.772
TV0471,37,28.171,115,29.814
TV0472,37,28.167,115,29.820
TV0473,37,28.149,115,29.820
TV0474,37,28.133,115,29.807
TV0475,37,28.136,115,29.801
TV0476,37,28.132,115,29.804
TV0477,37,28.131,115,29.809
TV0478,37,28.138,115,29.792
TV0479,37,28.125,115,29.793
TV0480,37,28.141,115,29.792
TV0481,37,28.141,115,29.792
TV0482,37,28.132,115,29.779
TV0483,37,28.135,115,29.780
TV0484,37,28.138,115,29.784
TV0485,37,28.015,115,29.694
TV0486,37,28.034,115,29.698
TV0487,37,28.037,115,29.707
TV0488,37,28.048,115,29.680
TV0489,37,28.052,115,29.692
TV0490,37,28.046,115,29.692
TV0491,37,28.064,115,29.709
TV0492,37,28.053,115,29.718
TV0493,37,28.058,115,29.724
TV0494,37,28.049,115,29.718
TV0495,37,28.052,115,29.733
TV0496,37,28.058,115,29.724
TV0497,37,28.047,115,29.726
TV0498,37,28.042,115,29.729
TV0499,37,28.024,115,29.720
TV0500,37,28.027,115,29.718
TV0501,37,28.016,115,29.705
TV0502,37,28.025,115,29.718
TV0503,37,27.524,115,29.883
TV0504,37,27.528,115,29.880
TV0505,37,27.524,115,29.883
TV0506,37,27.513,115,29.896
TV0507,37,27.509,115,29.870
TV0508,37,27.498,115,29.867
TV0509,37,27.510,115,29.859
TV0510,37,27.488,115,29.858
TV0511,37,27.505,115,29.856
TV0512,37,27.491,115,29.852
TV0513,37,27.502,115,29.850
TV0514,37,27.491,115,29.852
TV0515,37,27.533,115,29.864
TV0516,37,27.500,115,29.859
TV0517,37,27.629,115,29.978
TV0518,37,27.495,115,29.843
TV0519,37,27.620,115,29.985
TV0520,37,27.580,115,29.860
TV0521,37,27.616,115,29.977
TV0522,37,27.531,115,29.851
TV0523,37,27.614,115,30.000
TV0524,37,27.625,115,29.970
TV0525,37,27.590,115,29.864
TV0526,37,27.624,115,29.960
TV0527,37,27.600,115,29.966
TV0528,37,27.683,115,29.959
TV0529,37,27.697,115,30.088
TV0530,37,27.626,115,29.943
TV0531,37,27.731,115,30.057
TV0532,37,27.623,115,29.954
TV0533,37,27.729,115,30.070
TV0534,37,27.612,115,29.950
TV0535,37,27.732,115,30.104
TV0536,37,27.607,115,29.951
TV0537,37,27.713,115,30.105
TV0538,37,27.706,115,30.060
TV0539,37,27.839,115,30.199
TV0540,37,27.706,115,30.060
TV0541,37,27.826,115,30.215
TV0542,37,27.702,115,30.046
TV0543,37,27.810,115,30.217
TV0544,37,27.848,115,30.188
TV0545,37,27.810,115,30.202
TV0546,37,27.842,115,30.176
TV0547,37,27.816,115,30.202
TV0548,37,27.831,115,30.173
TV0549,37,27.815,115,30.192
TV0550,37,27.827,115,30.177
TV0551,37,27.807,115,30.193
TV0552,37,27.824,115,30.170
TV0553,37,27.927,115,30.292
TV0554,37,27.818,115,30.176
TV0555,37,27.927,115,30.289
TV0556,37,27.800,115,30.186
TV0557,37,27.939,115,30.289
TV0558,37,27.952,115,30.287
TV0559,37,27.953,115,30.304
TV0560,37,27.941,115,30.273
TV0561,37,27.941,115,30.299
TV0562,37,27.935,115,30.263
TV0563,37,27.942,115,30.318
TV0564,37,27.923,115,30.273
TV0565,37,27.938,115,30.314
TV0566,37,27.920,115,30.262
TV0567,37,27.931,115,30.303
TV0568,37,27.911,115,30.289
TV0569,37,27.919,115,30.320
TV0570,37,27.911,115,30.282
TV0571,37,28.048,115,30.419
TV0572,37,27.903,115,30.287
TV0573,37,28.023,115,30.414
TV0574,37,27.910,115,30.307
TV0575,37,28.017,115,30.405
TV0576,37,27.906,115,30.311
TV0577,37,28.376,115,29.573
TV0578,37,27.919,115,30.310
TV0579,37,28.372,115,29.581
TV0580,37,28.067,115,30.373
TV0581,37,28.361,115,29.564
TV0582,37,28.053,115,30.374
TV0583,37,28.358,115,29.561
TV0584,37,28.040,115,30.364
TV0585,37,28.354,115,29.543
TV0586,37,28.015,115,30.393
TV0587,37,28.348,115,29.564
TV0589,37,28.350,115,29.568
TV0590,37,28.368,115,29.604
TV0591,37,28.351,115,29.571
TV0592,37,28.368,115,29.604
TV0593,37,28.344,115,29.550
TV0594,37,28.357,115,29.597
TV0595,37,28.336,115,29.558
TV0596,37,28.351,115,29.591
TV0597,37,28.338,115,29.564
TV0598,37,28.358,115,29.581
TV0599,37,28.327,115,29.561
TV0600,37,28.358,115,29.581
TV0601,37,28.332,115,29.571
TV0602,37,28.344,115,29.598
TV0603,37,28.335,115,29.575
TV0604,37,28.340,115,29.597
TV0605,37,28.334,115,29.576
TV0606,37,28.334,115,29.601
TV0607,37,28.327,115,29.586
TV0608,37,28.334,115,29.601
TV0609,37,28.263,115,29.467
TV0610,37,28.333,115,29.605
TV0611,37,28.252,115,29.462
TV0612,37,28.331,115,29.603
TV0613,37,28.245,115,29.460
TV0614,37,28.331,115,29.594
TV0615,37,28.245,115,29.460
TV0616,37,28.344,115,29.589
TV0617,37,28.230,115,29.466
TV0618,37,28.336,115,29.589
TV0619,37,28.146,115,29.376
TV0620,37,28.334,115,29.585
TV0621,37,28.131,115,29.359
TV0622,37,28.334,115,29.585
TV0623,37,28.109,115,29.375
TV0624,37,28.329,115,29.578
TV0625,37,28.112,115,29.603
TV0626,37,28.254,115,29.508
TV0627,37,28.108,115,29.615
TV0628,37,28.245,115,29.492
TV0629,37,28.114,115,29.579
TV0630,37,28.214,115,29.478
TV0631,37,28.100,115,29.572
TV0632,37,28.214,115,29.478
TV0633,37,28.104,115,29.576
TV0634,37,28.133,115,29.421
TV0635,37,28.098,115,29.593
TV0636,37,28.131,115,29.413
TV0637,37,28.098,115,29.593
TV0638,37,28.111,115,29.422
TV0639,37,28.085,115,29.571
TV0640,37,28.109,115,29.414
TV0641,37,28.096,115,29.601
TV0642,37,28.106,115,29.384
TV0643,37,28.096,115,29.601
TV0644,37,28.107,115,29.626
TV0645,37,28.096,115,29.601
TV0646,37,28.104,115,29.630
TV0647,37,28.096,115,29.601
TV0648,37,28.102,115,29.621
TV0649,37,28.007,115,29.480
TV0650,37,28.083,115,29.631
TV0651,37,28.008,115,29.447
TV0652,37,28.089,115,29.626
TV0653,37,27.997,115,29.468
TV0654,37,28.089,115,29.626
TV0655,37,27.984,115,29.447
TV0656,37,28.077,115,29.625
TV0657,37,27.979,115,29.469
TV0658,37,28.076,115,29.607
TV0659,37,27.979,115,29.474
TV0660,37,28.085,115,29.588
TV0661,37,27.973,115,29.477
TV0662,37,28.078,115,29.606
TV0663,37,27.982,115,29.480
TV0664,37,28.007,115,29.507
TV0665,37,27.985,115,29.486
TV0666,37,28.012,115,29.519
TV0667,37,27.985,115,29.486
TV0668,37,27.996,115,29.525
TV0669,37,27.992,115,29.500
TV0670,37,27.991,115,29.522
TV0671,37,28.244,115,29.677
TV0672,37,27.977,115,29.528
TV0673,37,28.242,115,29.681
TV0674,37,27.973,115,29.520
TV0675,37,28.233,115,29.673
TV0676,37,27.979,115,29.517
TV0677,37,28.230,115,29.669
TV0678,37,27.974,115,29.505
TV0679,37,28.230,115,29.673
TV0680,37,27.971,115,29.496
TV0681,37,28.228,115,29.678
TV0682,37,27.986,115,29.507
TV0683,37,28.228,115,29.678
TV0684,37,27.992,115,29.505
TV0685,37,28.219,115,29.688
TV0686,37,28.212,115,29.683
TV0687,37,28.220,115,29.672
TV0688,37,28.219,115,29.670
TV0689,37,28.217,115,29.669
TV0690,37,28.209,115,29.671
TV0691,37,28.208,115,29.671
TV0692,37,28.202,115,29.666
TV0693,37,28.211,115,29.659
TV0694,37,28.211,115,29.659
TV0695,37,28.211,115,29.659
TV0696,37,28.212,115,29.654
TV0697,37,28.214,115,29.655
TV0698,37,28.214,115,29.657
TV0699,37,28.203,115,29.650
TV0700,37,28.201,115,29.643
TV0701,37,28.201,115,29.643
TV0702,37,28.210,115,29.646
TV0703,37,28.217,115,29.643
TV0704,37,28.217,115,29.643
TV0705,37,28.217,115,29.643
TV0706,37,28.220,115,29.648
TV0707,37,28.220,115,29.648
TV0708,37,28.221,115,29.635
TV0709,37,28.236,115,29.641
TV0710,37,28.243,115,29.640
TV0711,37,28.239,115,29.646
TV0712,37,28.238,115,29.650
TV0713,37,28.231,115,29.651
TV0714,37,28.238,115,29.653
TV0715,37,28.235,115,29.666
TV0716,37,28.345,115,29.770
TV0717,37,28.349,115,29.776
TV0718,37,28.348,115,29.781
TV0719,37,28.348,115,29.785
TV0720,37,28.339,115,29.791
TV0721,37,28.334,115,29.784
TV0722,37,28.333,115,29.769
TV0723,37,28.330,115,29.771
TV0724,37,28.328,115,29.794
TV0725,37,28.322,115,29.788
TV0726,37,28.308,115,29.749
TV0727,37,28.308,115,29.749
TV0728,37,28.313,115,29.733
TV0729,37,28.319,115,29.739
TV0730,37,28.326,115,29.728
TV0731,37,28.347,115,29.741
TV0732,37,28.346,115,29.743
TV0733,37,28.340,115,29.752
TV0734,37,28.355,115,29.741
TV0735,37,28.351,115,29.753
TV0736,37,28.358,115,29.756
TV0737,37,27.316,115,29.625
TV0738,37,27.326,115,29.596
TV0739,37,27.316,115,29.625
TV0740,37,27.330,115,29.613
TV0741,37,27.316,115,29.625
TV0742,37,27.331,115,29.621
TV0743,37,27.316,115,29.625
TV0744,37,27.341,115,29.616
TV0745,37,27.312,115,29.642
TV0746,37,27.354,115,29.610
TV0747,37,27.310,115,29.649
TV0748,37,27.350,115,29.617
TV0749,37,27.316,115,29.657
TV0750,37,27.357,115,29.621
TV0751,37,27.324,115,29.641
TV0752,37,27.358,115,29.626
TV0753,37,27.332,115,29.640
TV0754,37,27.336,115,29.626
TV0755,37,27.317,115,29.658
TV0756,37,27.330,115,29.628
TV0757,37,27.314,115,29.645
TV0758,37,27.337,115,29.636
TV0759,37,27.410,115,29.720
TV0760,37,27.343,115,29.640
TV0761,37,27.415,115,29.723
TV0762,37,27.343,115,29.640
TV0763,37,27.417,115,29.725
TV0764,37,27.349,115,29.644
TV0765,37,27.418,115,29.736
TV0766,37,27.421,115,29.707
TV0767,37,27.421,115,29.731
TV0768,37,27.429,115,29.717
TV0769,37,27.421,115,29.731
TV0770,37,27.429,115,29.719
TV0771,37,27.421,115,29.731
TV0772,37,27.423,115,29.723
TV0773,37,27.433,115,29.751
TV0774,37,27.433,115,29.723
TV0775,37,27.431,115,29.740
TV0776,37,27.433,115,29.723
TV0777,37,27.437,115,29.743
TV0778,37,27.437,115,29.697
TV0779,37,27.432,115,29.733
TV0780,37,27.443,115,29.698
TV0781,37,27.437,115,29.729
TV0782,37,27.443,115,29.711
TV0783,37,27.437,115,29.732
TV0784,37,27.458,115,29.710
TV0785,37,27.442,115,29.734
TV0786,37,27.455,115,29.715
TV0787,37,27.446,115,29.741
TV0788,37,27.452,115,29.721
TV0789,37,27.532,115,29.804
TV0790,37,27.449,115,29.721
TV0791,37,27.533,115,29.822
TV0792,37,27.456,115,29.742
TV0793,37,27.563,115,29.829
TV0794,37,27.455,115,29.737
TV0795,37,27.582,115,29.806
TV0796,37,27.448,115,29.750
TV0797,37,27.584,115,29.799
TV0798,37,27.538,115,29.789
TV0799,37,27.672,115,29.866
TV0800,37,27.560,115,29.783
TV0801,37,27.675,115,29.865
TV0802,37,27.553,115,29.792
TV0803,37,27.681,115,29.867
TV0804,37,27.569,115,29.792
TV0805,37,27.681,115,29.886
TV0806,37,27.570,115,29.793
TV0807,37,27.686,115,29.878
TV0808,37,27.565,115,29.800
TV0809,37,27.687,115,29.866
TV0810,37,27.562,115,29.805
TV0811,37,27.691,115,29.862
TV0812,37,27.683,115,29.829
TV0813,37,27.703,115,29.854
TV0814,37,27.686,115,29.824
TV0815,37,27.781,115,29.929
TV0816,37,27.695,115,29.829
TV0817,37,27.786,115,29.932
TV0818,37,27.698,115,29.828
TV0819,37,27.789,115,29.930
TV0820,37,27.705,115,29.837
TV0821,37,27.798,115,29.922
TV0822,37,27.707,115,29.849
TV0823,37,27.795,115,29.934
TV0824,37,27.712,115,29.854
TV0825,37,27.799,115,29.932
TV0826,37,27.711,115,29.859
TV0827,37,27.794,115,29.951
TV0828,37,27.708,115,29.854
TV0829,37,27.797,115,29.954
TV0830,37,27.696,115,29.861
TV0831,37,27.798,115,29.957
TV0832,37,27.790,115,29.924
TV0833,37,27.808,115,29.935
TV0834,37,27.789,115,29.908
TV0835,37,27.809,115,29.942
TV0836,37,27.792,115,29.912
TV0837,37,27.811,115,29.942
TV0838,37,27.797,115,29.908
TV0839,37,27.811,115,29.942
TV0840,37,27.796,115,29.900
TV0841,37,27.811,115,29.942
TV0842,37,27.812,115,29.902
TV0843,37,27.813,115,29.947
TV0844,37,27.808,115,29.904
TV0845,37,27.816,115,29.951
TV0846,37,27.809,115,29.906
TV0847,37,27.819,115,29.953
TV0848,37,27.814,115,29.909
TV0849,37,27.818,115,29.958
TV0850,37,27.820,115,29.909
TV0851,37,27.828,115,29.950
TV0852,37,27.821,115,29.919
TV0853,37,27.826,115,29.949
TV0854,37,27.831,115,29.921
TV0856,37,27.822,115,29.918
