numb,Tree,missing,Pop,%Brev_Run1,%Brev_Run2,%Brev Ave
773,TV1163,0,5,0.069,0.07,0.0695
774,TV1164,-10,5,0.37,0.37,0.37
775,TV1165,-40,5,0.944,0.944,0.944
776,TV1170,0,5,0.909,0.909,0.909
777,TV1172,-10,5,0.408,0.409,0.4085
778,TV1174,-20,5,0.781,0.78,0.7805
780,TV1178,0,5,0.801,0.8,0.8005
781,TV1179,0,5,0.485,0.484,0.4845
782,TV1180,-10,5,0.818,0.817,0.8175
783,TV1182,-5,5,0.831,0.832,0.8315
784,TV1183,0,5,0.099,0.1,0.0995
785,TV1184,-10,5,0.751,0.75,0.7505
786,TV1185,0,5,0.947,0.947,0.947
787,TV1186,0,5,0.834,0.834,0.834
788,TV1189,0,5,0.85,0.849,0.8495
789,TV1191,0,5,0.09,0.091,0.0905
790,TV1193,-10,5,0.39,0.389,0.3895
791,TV1194,0,5,0.1,0.1,0.1
792,TV1201,0,5,0.161,0.161,0.161
793,TV1216,-5,5,0.717,0.717,0.717
794,TV1218,0,5,0.423,0.424,0.4235
795,TV1219,0,5,0.957,0.956,0.9565
796,TV1220,0,5,0.863,0.864,0.8635
797,TV1221,0,5,0.898,0.897,0.8975
798,TV1222,-5,5,0.901,0.901,0.901
799,TV1225,0,5,0.082,0.082,0.082
800,TV1227,0,5,0.167,0.168,0.1675
801,TV1229,0,5,0.333,0.332,0.3325
802,TV1230,-5,5,0.064,0.064,0.064
803,TV1235,-30,5,0.37,0.371,0.3705
804,TV1239,0,5,0.077,0.078,0.0775
805,TV1244,-5,5,0.056,0.055,0.0555
806,TV1249,-10,5,0.041,0.041,0.041
807,TV1253,0,5,0.051,0.051,0.051
808,TV1254,0,5,0.428,0.428,0.428
809,TV1256,0,5,0.425,0.426,0.4255
810,TV1258,0,5,0.039,0.039,0.039
811,TV1259,0,5,0.175,0.176,0.1755
812,TV1260,0,5,0.065,0.065,0.065
813,TV1261,0,5,0.059,0.059,0.059
814,TV1263,0,5,0.031,0.031,0.031
815,TV1265,0,5,0.296,0.297,0.2965
816,TV1267,-5,5,0.428,0.428,0.428
817,TV1268,-10,5,0.086,0.086,0.086
818,TV1271,0,5,0.05,0.05,0.05
819,TV1273,0,5,0.05,0.05,0.05
820,TV1281,0,5,0.078,0.079,0.0785
821,TV1283,-5,5,0.141,0.141,0.141
822,TV1287,0,5,0.803,0.801,0.802
823,TV1288,0,5,0.882,0.881,0.8815
824,TV1289,0,5,0.556,0.555,0.5555
825,TV1296,-10,5,0.84,0.84,0.84
826,TV1303,0,5,0.926,0.927,0.9265
827,TV1306,-20,5,0.108,0.109,0.1085
828,TV1318,0,5,0.67,0.67,0.67
829,TV1320,0,5,0.798,0.799,0.7985
830,TV1321,0,5,0.948,0.947,0.9475
831,TV1323,0,5,0.954,0.954,0.954
832,TV1327,0,5,0.911,0.911,0.911
833,TV1333,-5,5,0.966,0.966,0.966
834,TV1336,0,5,0.915,0.915,0.915
835,TV1340,0,5,0.883,0.883,0.883
836,TV1341,0,5,0.598,0.599,0.5985
837,TV1345,-5,5,0.92,0.92,0.92
838,TV1348,0,5,0.94,0.94,0.94
839,TV1349,0,5,0.942,0.942,0.942
840,TV1351,0,5,0.954,0.954,0.954
841,TV1354,-10,5,0.816,0.817,0.8165
842,TV1355,0,5,0.553,0.553,0.553
843,TV1357,0,5,0.915,0.916,0.9155
844,TV1361,0,5,0.286,0.286,0.286
845,TV1370,0,5,0.108,0.108,0.108
846,TV1400,0,5,0.665,0.664,0.6645
847,TV1401,0,5,0.834,0.834,0.834
848,TV1402,-5,5,0.845,0.845,0.845
849,TV1403,0,5,0.774,0.774,0.774
850,TV1404,0,5,0.06,0.06,0.06
851,TV1405,0,5,0.26,0.261,0.2605
852,TV1407,0,5,0.911,0.911,0.911
853,TV1408,-5,5,0.828,0.827,0.8275
854,TV1410,0,5,0.663,0.662,0.6625
855,TV1416,-10,5,0.464,0.465,0.4645
856,TV1422,0,5,0.124,0.124,0.124
857,TV1430,0,5,0.052,0.052,0.052
858,TV1502,0,5,0.184,0.184,0.184
859,TV1503,0,5,0.147,0.147,0.147
860,TV1507,-10,5,0.062,0.062,0.062
861,TV1508,0,5,0.063,0.062,0.0625
862,TV1509,-30,5,0.068,0.068,0.068
863,TV1510,0,5,0.375,0.375,0.375
864,TV1519,-10,5,0.35,0.353,0.3515
865,TV1521,-10,5,0.888,0.888,0.888
866,TV2003,0,5,0.036,0.036,0.036
867,TV2004,0,5,0.107,0.107,0.107
868,TV2005,0,5,0.143,0.144,0.1435
869,TV2017,0,5,0.049,0.049,0.049
870,TV2026,-10,5,0.204,0.205,0.2045
871,TV2030,-10,5,0.041,0.041,0.041
872,TV2031,0,5,0.055,0.056,0.0555
873,TV2032,-20,5,0.182,0.182,0.182
874,TV2033,-10,5,0.036,0.036,0.036
875,TV2034,-15,5,0.06,0.061,0.0605
876,TV2035,-50,5,0.108,0.109,0.1085
877,TV2041,0,5,0.045,0.046,0.0455
878,TV2048,0,5,0.176,0.176,0.176
879,TV2053,0,5,0.046,0.046,0.046
880,TV2055,-5,5,0.305,0.305,0.305
881,TV2060,0,5,0.635,0.635,0.635
882,TV2062,0,5,0.279,0.278,0.2785
883,TV2064,0,5,0.063,0.063,0.063
884,TV2065,0,5,0.067,0.066,0.0665
885,TV2066,-10,5,0.238,0.238,0.238
886,TV2068,-40,5,0.068,0.068,0.068
887,TV2069,-10,5,0.11,0.111,0.1105
888,TV2071,0,5,0.755,0.756,0.7555
889,TV2078,0,5,0.74,0.74,0.74
890,TV2080,-10,5,0.044,0.044,0.044
891,TV2086,-20,5,0.838,0.838,0.838
892,TV2090,0,5,0.675,0.676,0.6755
894,TV2252,0,5,0.815,0.815,0.815
895,TV2253,-10,5,0.068,0.068,0.068
896,TV2254,-5,5,0.05,0.05,0.05
897,TV2257,0,5,0.133,0.134,0.1335
898,TV2258,-10,5,0.137,0.138,0.1375
899,TV2259,-20,5,0.541,0.541,0.541
900,TV2261,0,5,0.034,0.034,0.034
901,TV2265,0,5,0.067,0.067,0.067
902,TV2268,0,5,0.139,0.14,0.1395
903,TV2269,-15,5,0.056,0.056,0.056
904,TV2270,-15,5,0.056,0.056,0.056
905,TV2271,-15,5,0.056,0.056,0.056
906,TV2272,-10,5,0.131,0.132,0.1315
909,TV2277,0,5,0.189,0.189,0.189
910,TV2280,-10,5,0.082,0.082,0.082
911,TV2281,0,5,0.054,0.054,0.054
912,TV2282,-30,5,0.053,0.053,0.053
913,TV2283,-35,5,0.466,0.467,0.4665
914,TV2284,0,5,0.087,0.087,0.087
915,TV2285,-5,5,0.102,0.103,0.1025
916,TV2286,0,5,0.306,0.305,0.3055
917,TV2288,-5,5,0.082,0.083,0.0825
918,TV2290,-20,5,0.086,0.086,0.086
919,TV2293,0,5,0.033,0.033,0.033
920,TV2295,-20,5,0.063,0.063,0.063
921,TV2296,0,5,0.069,0.069,0.069
922,TV2297,-25,5,0.067,0.067,0.067
923,TV2298,0,5,0.274,0.275,0.2745
924,TV2299,0,5,0.059,0.059,0.059
927,TV2302,-10,5,0.151,0.151,0.151
928,TV2304,-20,5,0.045,0.045,0.045
929,TV2501,-10,5,0.04,0.04,0.04
930,TV2502,0,5,0.109,0.109,0.109
931,TV2503,0,5,0.102,0.101,0.1015
932,TV2504,-10,5,0.091,0.093,0.092
933,TV2506,-5,5,0.327,0.328,0.3275
935,TV2511,-10,5,0.934,0.934,0.934
936,TV2514,-10,5,0.696,0.696,0.696
937,TV2515,0,5,0.896,0.896,0.896
938,TV2517,-30,5,0.562,0.562,0.562
939,TV2518,-5,5,0.589,0.591,0.59
940,TV2519,-5,5,0.7,0.701,0.7005
941,TV2520,0,5,0.917,0.917,0.917
942,TV2522,0,5,0.663,0.662,0.6625
943,TV2523,-10,5,0.732,0.733,0.7325
944,TV2524,-5,5,0.678,0.68,0.679
945,TV2525,-20,5,0.898,0.898,0.898
946,TV2527,0,5,0.156,0.157,0.1565
947,TV2529,-10,5,0.104,0.104,0.104
948,TV2530,-10,5,0.087,0.087,0.087
949,TV2753,-10,5,0.043,0.043,0.043
950,TV2755,-20,5,0.091,0.091,0.091
951,TV2757,0,5,0.032,0.033,0.0325
952,TV2759,0,5,0.057,0.058,0.0575
953,TV2762,-10,5,0.05,0.05,0.05
954,TV2764,-5,5,0.063,0.063,0.063
955,TV2766,-10,5,0.049,0.05,0.0495
956,TV2770,0,5,0.041,0.041,0.041
957,TV2772,-30,5,0.081,0.081,0.081
958,TV2773,-5,5,0.073,0.073,0.073
959,TV2774,-5,5,0.144,0.145,0.1445
960,TV2775,-10,5,0.099,0.098,0.0985
961,TV2780,0,5,0.096,0.096,0.096
962,TV2781,0,5,0.128,0.129,0.1285
963,TV2782,-20,5,0.115,0.115,0.115
965,TV2784,-5,5,0.051,0.051,0.051
966,TV2788,0,5,0.051,0.051,0.051
967,TV2789,-10,5,0.03,0.03,0.03
968,TV2790,0,5,0.08,0.08,0.08
969,TV2792,0,5,0.117,0.117,0.117
970,TV2795,0,5,0.111,0.111,0.111
971,TV2796,-40,5,0.106,0.106,0.106
972,TV2797,0,5,0.094,0.096,0.095
973,TV2798,-5,5,0.05,0.05,0.05
974,TV2804,0,5,0.212,0.212,0.212
976,TV2808,-10,5,0.062,0.062,0.062
977,TV2810,0,5,0.055,0.055,0.055
978,TV2812,0,5,0.058,0.058,0.058
979,TV2813,0,5,0.054,0.054,0.054
980,TV3001,0,5,0.218,0.217,0.2175
981,TV3002,0,5,0.27,0.271,0.2705
982,TV3003,-10,5,0.075,0.075,0.075
983,TV3005,-30,5,0.046,0.046,0.046
984,TV3006,0,5,0.054,0.054,0.054
985,TV3007,0,5,0.167,0.167,0.167
986,TV3008,0,5,0.153,0.153,0.153
987,TV3009,0,5,0.368,0.369,0.3685
988,TV3010,0,5,0.29,0.292,0.291
989,TV3011,0,5,0.165,0.166,0.1655
990,TV3012,-10,5,0.062,0.062,0.062
991,TV3013,0,5,0.502,0.502,0.502
992,TV3014,0,5,0.158,0.158,0.158
993,TV3015,0,5,0.11,0.11,0.11
994,TV3016,0,5,0.082,0.083,0.0825
995,TV3017,0,5,0.11,0.111,0.1105
996,TV3018,-5,5,0.254,0.254,0.254
997,TV3019,0,5,0.066,0.066,0.066
998,TV3020,-10,5,0.258,0.257,0.2575
999,TV3021,0,5,0.715,0.715,0.715
1000,TV3022,0,5,0.032,0.032,0.032
1001,TV3023,0,5,0.135,0.136,0.1355
1002,TV3024,0,5,0.433,0.433,0.433
1003,TV3025,-10,5,0.091,0.092,0.0915
1004,TV3026,-5,5,0.059,0.059,0.059
1005,TV3027,0,5,0.066,0.066,0.066
1006,TV3028,0,5,0.036,0.036,0.036
1007,TV3029,0,5,0.061,0.062,0.0615
1008,TV3030,0,5,0.063,0.063,0.063
1009,TV3031,-20,5,0.114,0.114,0.114
1010,TV3032,-10,5,0.156,0.157,0.1565
1011,TV3033,-5,5,0.138,0.14,0.139
1012,TV3034,-15,5,0.192,0.192,0.192
1013,TV3035,0,5,0.04,0.04,0.04
1014,TV3036,0,5,0.046,0.046,0.046
1015,TV3037,0,5,0.063,0.064,0.0635
1016,TV3038,-40,5,0.154,0.154,0.154
1017,TV3040A,0,5,0.068,0.068,0.068
1018,TV3040B,0,5,0.068,0.068,0.068
1019,TV3041,0,5,0.062,0.062,0.062
1020,TV3042,0,5,0.079,0.079,0.079
1021,TV3043,-10,5,0.105,0.106,0.1055
1022,TV3044,0,5,0.309,0.31,0.3095
1023,TV3045,0,5,0.565,0.565,0.565
1024,TV3046,-10,5,0.19,0.19,0.19
1025,TV3047,0,5,0.474,0.475,0.4745
1026,TV3048,0,5,0.076,0.076,0.076
1027,TV3049,0,5,0.101,0.102,0.1015
1028,TV3050,0,5,0.038,0.038,0.038
1029,TV3051,0,5,0.058,0.058,0.058
1030,TV3052,-5,5,0.428,0.429,0.4285
1031,TV3053,-20,5,0.047,0.048,0.0475
1032,TV3054,-15,5,0.453,0.45,0.4515
1033,TV3055,0,5,0.07,0.07,0.07
1034,TV3056,0,5,0.098,0.098,0.098
1035,TV3201,-10,5,0.961,0.961,0.961
1036,TV3202,0,5,0.13,0.131,0.1305
1037,TV3203,0,5,0.226,0.226,0.226
1038,TV3204,0,5,0.497,0.496,0.4965
1039,TV3205,-5,5,0.469,0.469,0.469
1040,TV3206,0,5,0.804,0.804,0.804
1041,TV3207,0,5,0.805,0.805,0.805
1042,TV3208,0,5,0.403,0.403,0.403
1043,TV3209,0,5,0.279,0.278,0.2785
1044,TV3210,-5,5,0.069,0.07,0.0695
1045,TV3211,0,5,0.497,0.498,0.4975
1046,TV3212,-10,5,0.597,0.597,0.597
1047,TV3213,0,5,0.423,0.424,0.4235
1048,TV3214,0,5,0.898,0.898,0.898
1049,TV3215,-10,5,0.084,0.084,0.084
1050,TV3216,-10,5,0.144,0.145,0.1445
1051,TV3217,0,5,0.922,0.921,0.9215
1052,TV3218,0,5,0.1,0.1,0.1
1053,TV3219,0,5,0.911,0.91,0.9105
1054,TV3220,0,5,0.868,0.867,0.8675
1055,TV3221,0,5,0.297,0.297,0.297
1056,TV3222,0,5,0.957,0.957,0.957
1057,TV3223,0,5,0.872,0.872,0.872
1058,TV3224,0,5,0.909,0.909,0.909
1059,TV3225,-10,5,0.947,0.947,0.947
1060,TV3226,0,5,0.868,0.869,0.8685
1061,TV3227,0,5,0.448,0.449,0.4485
1062,TV3228,0,5,0.924,0.924,0.924
1063,TV3229,0,5,0.871,0.87,0.8705
1064,TV3230,0,5,0.207,0.208,0.2075
1065,TV3231,0,5,0.065,0.064,0.0645
1066,TV3232,-5,5,0.245,0.246,0.2455
1067,TV3233,0,5,0.684,0.685,0.6845
1068,TV3234,0,5,0.604,0.603,0.6035
1069,TV3235,-30,5,0.913,0.913,0.913
1070,TV3236,-5,5,0.75,0.75,0.75
1071,TV3237,0,5,0.969,0.969,0.969
1072,TV3238,0,5,0.822,0.821,0.8215
1073,TV3239,0,5,0.964,0.964,0.964
1074,TV3240,0,5,0.096,0.096,0.096
1075,TV3241,-10,5,0.79,0.79,0.79
1076,TV3243,-5,5,0.69,0.69,0.69
1077,TV3244,0,5,0.969,0.969,0.969
1078,TV3245,0,5,0.343,0.343,0.343
1079,TV4001,0,5,0.952,0.952,0.952
1080,TV4002,0,5,0.952,0.952,0.952
1081,TV4003,0,5,0.847,0.847,0.847
1082,TV4004,-10,5,0.89,0.888,0.889
1083,TV4005,-20,5,0.936,0.936,0.936
1084,TV4006,-30,5,0.928,0.928,0.928
1085,TV4007,0,5,0.933,0.933,0.933
1086,TV4008,-15,5,0.908,0.909,0.9085
1087,TV4009,0,5,0.955,0.955,0.955
1088,TV4010,0,5,0.956,0.956,0.956
1089,TV4011,0,5,0.951,0.951,0.951
1090,TV4251,0,5,0.612,0.61,0.611
1091,TV4252,-10,5,0.953,0.952,0.9525
1092,TV4253,-40,5,0.937,0.937,0.937
1093,TV4254,-5,5,0.817,0.817,0.817
1094,TV4255,0,5,0.895,0.896,0.8955
1095,TV4256,0,5,0.811,0.811,0.811
1096,TV4257,0,5,0.734,0.735,0.7345
1097,TV4258,-10,5,0.846,0.846,0.846
1098,TV4259,-5,5,0.932,0.932,0.932
1099,TV4260,0,5,0.711,0.711,0.711
1100,TV4261,0,5,0.876,0.876,0.876
1101,TV4262,-5,5,0.951,0.951,0.951
1102,TV4263,0,5,0.864,0.864,0.864
1103,TV4264,0,5,0.967,0.967,0.967
1104,TV4265,0,5,0.94,0.939,0.9395
1105,TV4266,0,5,0.888,0.888,0.888
1106,TV4267,0,5,0.916,0.916,0.916
1107,TV4268,0,5,0.862,0.862,0.862
1108,TV4269,-10,5,0.875,0.874,0.8745
1109,TV4270,0,5,0.926,0.925,0.9255
1110,TV4271,0,5,0.446,0.447,0.4465
1111,TV4272,0,5,0.961,0.961,0.961
1112,TV4273,0,5,0.839,0.839,0.839
1113,TV4274,0,5,0.939,0.939,0.939
1114,TV4275,-10,5,0.953,0.953,0.953
1115,TV4276,0,5,0.915,0.915,0.915
1116,TV4277,-5,5,0.941,0.942,0.9415
1117,TV4278,-20,5,0.86,0.86,0.86
1118,TV4279,-5,5,0.72,0.721,0.7205
1119,TV4280,0,5,0.924,0.924,0.924
1120,TV4281,0,5,0.933,0.933,0.933
1121,TV4282,0,5,0.881,0.881,0.881
1122,TV4283,-5,5,0.939,0.939,0.939
1123,TV4284,-5,5,0.961,0.96,0.9605
1124,TV4285,-25,5,0.726,0.725,0.7255
1125,TV4286,0,5,0.946,0.946,0.946
1126,TV4287,0,5,0.933,0.933,0.933
1127,TV4288,0,5,0.944,0.943,0.9435
1128,TV4289,-5,5,0.83,0.83,0.83
1129,TV4290,-5,5,0.702,0.701,0.7015
1130,TV4291,-5,5,0.938,0.938,0.938
1131,TV4292,0,5,0.934,0.934,0.934
1132,TV4293,-5,5,0.866,0.865,0.8655
1133,TV4294,-5,5,0.907,0.907,0.907
1134,TV4295,-20,5,0.9,0.9,0.9
1135,TV4296,0,5,0.733,0.733,0.733
1136,TV4297,-5,5,0.923,0.922,0.9225
1137,TV4298,-10,5,0.783,0.782,0.7825
1138,TV4299,0,5,0.891,0.891,0.891
1139,TV4300,-10,5,0.953,0.953,0.953
1140,TV4301,-5,5,0.765,0.764,0.7645
1141,TV4302,0,5,0.956,0.956,0.956
1142,TV4303,0,5,0.9,0.9,0.9
1143,TV4304,0,5,0.829,0.829,0.829
1144,TV4305,-5,5,0.902,0.902,0.902
1145,TV4306,-5,5,0.772,0.771,0.7715
1146,TV4307,0,5,0.931,0.931,0.931
1147,TV4308,0,5,0.947,0.947,0.947
1148,TV4309,-5,5,0.949,0.949,0.949
1149,TV4310,0,5,0.441,0.441,0.441
1150,TV4311,-5,5,0.431,0.432,0.4315
1151,TV4312,0,5,0.835,0.835,0.835
1152,TV4313,0,5,0.542,0.541,0.5415
1153,TV4314,0,5,0.648,0.648,0.648
1154,TV4315,-30,5,0.716,0.717,0.7165
1155,TV4316,0,5,0.846,0.845,0.8455
1156,TV4317,0,5,0.705,0.706,0.7055
1157,TV4318,0,5,0.92,0.919,0.9195
1158,TV4319,0,5,0.516,0.516,0.516
1159,TV4320,-5,5,0.719,0.719,0.719
1160,TV4321,-15,5,0.551,0.551,0.551
1161,TV4322,-30,5,0.458,0.458,0.458
1162,TV4501,-10,5,0.691,0.691,0.691
1163,TV4502,0,5,0.928,0.928,0.928
1164,TV4503,0,5,0.917,0.917,0.917
1165,TV4504,0,5,0.83,0.828,0.829
1166,TV4505,0,5,0.772,0.772,0.772
1167,TV4506,-10,5,0.828,0.828,0.828
1168,TV4507,0,5,0.811,0.81,0.8105
1169,TV4508,-5,5,0.88,0.88,0.88
1170,TV4509,0,5,0.903,0.902,0.9025
1171,TV4510,-10,5,0.897,0.896,0.8965
1172,TV4511,0,5,0.754,0.753,0.7535
1173,TV4512,-10,5,0.892,0.892,0.892
1174,TV4513,0,5,0.952,0.952,0.952
1175,TV4514,0,5,0.588,0.589,0.5885
1176,TV4515,-50,5,0.705,0.706,0.7055
1177,TV4516,0,5,0.876,0.876,0.876
1178,TV4517,0,5,0.966,0.966,0.966
1179,TV4518,0,5,0.88,0.88,0.88
1180,TV4519,-10,5,0.914,0.914,0.914
1181,TV4520,-5,5,0.838,0.838,0.838
1182,TV4521,0,5,0.95,0.95,0.95
1183,TV4522,-5,5,0.925,0.926,0.9255
1184,TV4523,0,5,0.561,0.561,0.561
1185,TV4524,0,5,0.967,0.967,0.967
1186,TV4525,-10,5,0.959,0.959,0.959
1187,TV4526,-5,5,0.657,0.657,0.657
1189,TV4528,0,5,0.937,0.937,0.937
1190,TV4529,0,5,0.054,0.054,0.054
1191,TV4530,0,5,0.903,0.903,0.903
1192,TV4531,0,5,0.953,0.953,0.953
1193,TV4532,-30,5,0.954,0.954,0.954
1194,TV4533,0,5,0.957,0.957,0.957
1195,TV4534,-45,5,0.928,0.927,0.9275
1196,TV4535,-40,5,0.523,0.523,0.523
1197,TV4536,0,5,0.937,0.936,0.9365
1198,TV4537,0,5,0.885,0.885,0.885
1200,TV4539,0,5,0.59,0.589,0.5895
1201,TV4540,-10,5,0.93,0.93,0.93
1203,TV4542,0,5,0.231,0.232,0.2315
1204,TV4543,-5,5,0.366,0.366,0.366
1205,TV4544,0,5,0.911,0.91,0.9105
1206,TV4545,0,5,0.613,0.613,0.613
1207,TV4546,0,5,0.969,0.969,0.969
1208,TV4547,0,5,0.874,0.874,0.874
1209,TV4547,0,5,0.874,0.874,0.874
1210,TV4548,0,5,0.94,0.94,0.94
1211,TV4549,0,5,0.922,0.921,0.9215
1212,TV4550,0,5,0.793,0.793,0.793
1213,TV4551,-10,5,0.874,0.874,0.874
1214,TV4552,0,5,0.868,0.867,0.8675
1215,TV4553,0,5,0.961,0.961,0.961
1216,TV4554,0,5,0.921,0.921,0.921
1217,TV4555,0,5,0.933,0.933,0.933
1218,TV4556,-5,5,0.962,0.962,0.962
1219,TV4557,0,5,0.866,0.865,0.8655
1220,TV4558,0,5,0.924,0.924,0.924
1221,TV4559,0,5,0.816,0.817,0.8165
1222,TV4560,0,5,0.37,0.37,0.37
1223,TV4561,-20,5,0.634,0.635,0.6345
1224,TV4562,0,5,0.909,0.909,0.909
1225,TV4563,0,5,0.538,0.538,0.538
1226,TV4564,0,5,0.577,0.579,0.578
1227,TV4565,0,5,0.545,0.544,0.5445
1228,TV4566,0,5,0.391,0.392,0.3915
1229,TV4567,0,5,0.886,0.885,0.8855
1230,TV4568,0,5,0.403,0.403,0.403
1231,TV4569,0,5,0.591,0.591,0.591
1232,TV4570,-10,5,0.901,0.902,0.9015
1233,TV4571,0,5,0.807,0.807,0.807
1234,TV4572,0,5,0.697,0.697,0.697
1235,TV4573,0,5,0.24,0.242,0.241
1236,TV4751,0,5,0.552,0.553,0.5525
1237,TV4752,0,5,0.964,0.964,0.964
1238,TV4753,-10,5,0.69,0.689,0.6895
1239,TV4754,0,5,0.887,0.888,0.8875
1240,TV4755,0,5,0.715,0.715,0.715
1241,TV4756,-10,5,0.502,0.502,0.502
1242,TV4757,0,5,0.817,0.818,0.8175
1243,TV4758,0,5,0.826,0.825,0.8255
1244,TV4759,0,5,0.891,0.891,0.891
1245,TV4760,0,5,0.96,0.96,0.96
1246,TV4761,0,5,0.937,0.937,0.937
1247,TV4762,-10,5,0.933,0.933,0.933
1248,TV4763,0,5,0.905,0.905,0.905
1249,TV4764,0,5,0.968,0.968,0.968
1250,TV4765,0,5,0.328,0.328,0.328
1251,TV4766,0,5,0.853,0.853,0.853
1252,TV4767,0,5,0.254,0.255,0.2545
1253,TV4768,0,5,0.969,0.969,0.969
1254,TV4769,0,5,0.945,0.945,0.945
1255,TV4770,-10,5,0.826,0.825,0.8255
1256,TV4771,-5,5,0.963,0.963,0.963
1257,TV4772,0,5,0.667,0.667,0.667
1258,TV4773,0,5,0.966,0.966,0.966
1259,TV4774,0,5,0.951,0.951,0.951
1260,TV4775,0,5,0.797,0.798,0.7975
1261,TV4776,-10,5,0.888,0.888,0.888
1262,TV4777,-40,5,0.206,0.207,0.2065
1263,TV4778,0,5,0.246,0.245,0.2455
1264,TV4779,-10,5,0.045,0.045,0.045
1265,TV4780,0,5,0.794,0.793,0.7935
1266,TV4781,0,5,0.291,0.291,0.291
1267,TV4782,0,5,0.112,0.113,0.1125
1268,TV4783,0,5,0.866,0.866,0.866
1269,TV4784,-10,5,0.532,0.532,0.532
1270,TV4785,0,5,0.95,0.95,0.95
1271,TV4786,0,5,0.307,0.307,0.307
1272,TV4787,-10,5,0.713,0.713,0.713
1273,TV4788,0,5,0.269,0.27,0.2695
1274,TV4789,0,5,0.911,0.911,0.911
1275,TV4790,0,5,0.866,0.866,0.866
1276,TV4791,0,5,0.84,0.84,0.84
1277,TV4792,-10,5,0.104,0.104,0.104
1278,TV4793,0,5,0.891,0.891,0.891
1279,TV4794,0,5,0.628,0.629,0.6285
1280,TV4795,0,5,0.184,0.183,0.1835
1281,TV4796,0,5,0.87,0.871,0.8705
1282,TV4797,0,5,0.796,0.796,0.796
1283,TV4798,0,5,0.895,0.895,0.895
1284,TV4799,-10,5,0.892,0.892,0.892
1285,TV4800,0,5,0.875,0.874,0.8745
1286,TV4801,-10,5,0.847,0.847,0.847
1287,TV4802,0,5,0.929,0.929,0.929
1288,TV4803,0,5,0.929,0.929,0.929
1289,TV4804,0,5,0.829,0.83,0.8295
1290,TV4805,0,5,0.908,0.908,0.908
1291,TV4806,0,5,0.928,0.928,0.928
