numb,Tree,missing,Pop,%Brev_Run1,%Brev_Run2,%Brev Ave
49,HStXX1,0,1,0.003,0.003,0.003
50,HStXX1,-10,1,0.003,0.003,0.003
51,HStXX1,0,1,0.002,0.002,0.002
52,HStXX1,0,1,0.001,0.001,0.001
53,HStXX1,0,1,0.002,0.002,0.002
54,HStXX1,0,1,0.001,0.001,0.001
55,HStXX1,0,1,0.002,0.002,0.002
56,HStXX1,0,1,0.002,0.002,0.002
57,HStXX1,-20,1,0.002,0.002,0.002
58,HStXX1,0,1,0.001,0.001,0.001
59,HStXX1,0,1,0.011,0.01,0.0105
60,HStXX1,0,1,0.001,0.001,0.001
61,HStXX1,0,1,0.003,0.003,0.003
62,HStXX1,0,1,0.003,0.003,0.003
63,HStXX1,-10,1,0.005,0.004,0.0045
64,HStXX1,0,1,0.001,0.001,0.001
65,HStXX1,0,1,0.001,0.001,0.001
66,HStXX1,-20,1,0.001,0.001,0.001
67,HStXX1,0,1,0.001,0.001,0.001
68,HStXX1,0,1,0.001,0.001,0.001
69,HStXX1,-10,1,0.001,0.001,0.001
70,HStXX1,0,1,0.001,0.001,0.001
71,HStXX1,0,1,0.004,0.003,0.0035
72,HStXX1,0,1,0.001,0.001,0.001
73,HStXX1,0,1,0.002,0.002,0.002
74,HStXX1,-10,1,0.001,0.001,0.001
75,HStXX1,-10,1,0.003,0.003,0.003
76,HStXX1,0,1,0.016,0.016,0.016
77,HStXX1,-10,1,0.004,0.005,0.0045
78,HStXX1,-10,1,0.002,0.002,0.002
79,HStXX1,-10,1,0.001,0.001,0.001
80,HStXX1,-40,1,0.002,0.002,0.002
81,HStXX1,0,1,0.02,0.018,0.019
82,HStXX1,0,1,0.001,0.001,0.001
83,HStXX1,0,1,0.069,0.062,0.0655
84,HStXX1,0,1,0.033,0.032,0.0325
85,HStXX1,0,1,0.002,0.003,0.0025
86,HStXX1,0,1,0.002,0.002,0.002
87,HStXX1,0,1,0.003,0.003,0.003
88,HStXX1,0,1,0.031,0.03,0.0305
89,HStXX1,0,1,0.024,0.022,0.023
90,HStXX1,0,1,0.015,0.014,0.0145
91,HStXX1,-10,1,0.005,0.005,0.005
92,HStXX1,0,1,0.004,0.004,0.004
93,HStXX1,0,1,0.002,0.002,0.002
94,HStXX1,0,1,0.001,0.001,0.001
95,HStXX1,0,1,0.016,0.016,0.016
96,HStXX1,0,1,0.002,0.002,0.002
97,HStXX1,0,1,0.003,0.003,0.003
98,HStXX1,-10,1,0.001,0.001,0.001
99,HStXX1,-20,1,0.002,0.002,0.002
100,HStXX1,0,1,0.004,0.004,0.004
101,HStXX1,-20,1,0.001,0.001,0.001
102,HStXX1,0,1,0.001,0.002,0.0015
103,HStXX1,-30,1,0.001,0.002,0.0015
104,HStXX1,-20,1,0.008,0.008,0.008
105,HStXX1,-10,1,0.005,0.005,0.005
106,HStXX1,0,1,0.014,0.014,0.014
107,HStXX1,0,1,0.003,0.003,0.003
108,HStXX1,0,1,0.001,0.001,0.001
109,HStXX1,0,1,0.005,0.005,0.005
110,HStXX1,-10,1,0.004,0.004,0.004
306,MB0001,-5,3,0.993,0.991,0.992
307,MB0002,-10,3,0.997,0.996,0.9965
308,MB0003,0,3,0.999,0.998,0.9985
309,MB0004,-5,3,0.998,0.997,0.9975
310,MB0005,-5,3,0.997,0.996,0.9965
311,MB0006,0,3,0.996,0.995,0.9955
312,MB0007,0,3,0.998,0.998,0.998
313,MB0008,0,3,0.998,0.998,0.998
314,MB0009,-5,3,0.998,0.998,0.998
315,MB0010,0,3,0.998,0.998,0.998
316,MB0011,-5,3,0.999,0.998,0.9985
317,MB0012,0,3,0.996,0.995,0.9955
318,MB0013,0,3,0.998,0.997,0.9975
319,MB0014,0,3,0.997,0.996,0.9965
320,MB0015,0,3,0.998,0.997,0.9975
321,MB0016,0,3,0.998,0.997,0.9975
322,MB0017,0,3,0.998,0.998,0.998
323,MB0018,0,3,0.998,0.997,0.9975
324,MB0019,0,3,0.995,0.993,0.994
325,MB0020,0,3,0.996,0.995,0.9955
326,MB0021,0,3,0.998,0.998,0.998
327,MB0022,0,3,0.998,0.998,0.998
328,MB0023,-15,3,0.998,0.997,0.9975
329,MB0024,0,3,0.996,0.995,0.9955
330,MB0025,0,3,0.998,0.998,0.998
331,MB0100,-50,3,0.99,0.988,0.989
332,MB0101,0,3,0.997,0.996,0.9965
333,MB0102,-5,3,0.997,0.997,0.997
334,MB0103,0,3,0.99,0.988,0.989
335,MB0104,0,3,0.997,0.997,0.997
336,MB0105,0,3,0.998,0.998,0.998
337,MB0106,0,3,0.999,0.998,0.9985
338,MB0107,-5,3,0.991,0.988,0.9895
339,MB0108,-5,3,0.997,0.997,0.997
341,MB0110,-40,3,0.997,0.996,0.9965
342,MB0111,-30,3,0.998,0.997,0.9975
343,MB0112,-5,3,0.996,0.995,0.9955
344,MB0113,0,3,0.997,0.997,0.997
345,MB0114,-10,3,0.988,0.986,0.987
346,MB0115,0,3,0.998,0.997,0.9975
347,MB0116,0,3,0.992,0.99,0.991
348,MB0117,0,3,0.996,0.995,0.9955
349,MB0118,-10,3,0.998,0.997,0.9975
350,MB0119,0,3,0.997,0.996,0.9965
351,MB0120,0,3,0.998,0.998,0.998
352,MB0121,0,3,0.995,0.993,0.994
111,MBt0001,0,3,0.994,0.993,0.9935
112,MBt0002,-10,3,0.997,0.996,0.9965
113,MBt0003,0,3,0.999,0.998,0.9985
114,MBt0004,0,3,0.998,0.998,0.998
115,MBt0005,-5,3,0.997,0.996,0.9965
116,MBt0006,0,3,0.996,0.995,0.9955
117,MBt0007,0,3,0.998,0.998,0.998
118,MBt0008,0,3,0.998,0.998,0.998
119,MBt0009,-5,3,0.998,0.998,0.998
120,MBt0010,0,3,0.998,0.998,0.998
121,MBt0011,-5,3,0.999,0.998,0.9985
122,MBt0012,0,3,0.996,0.995,0.9955
123,MBt0013,0,3,0.998,0.997,0.9975
124,MBt0014,0,3,0.997,0.996,0.9965
125,MBt0024,0,3,0.997,0.995,0.996
126,MBt0100,-50,3,0.99,0.988,0.989
127,MBt0101,0,3,0.997,0.996,0.9965
128,MBt0102,-5,3,0.997,0.997,0.997
129,MBt0103,0,3,0.99,0.988,0.989
130,MBt0104,0,3,0.997,0.997,0.997
131,MBt0105,0,3,0.998,0.998,0.998
132,MBt0106,0,3,0.999,0.998,0.9985
133,MBt0107,-5,3,0.99,0.988,0.989
134,MBt0108,-5,3,0.997,0.996,0.9965
135,MBt0109,-40,3,0.998,0.997,0.9975
136,MBt0110,-40,3,0.997,0.996,0.9965
137,MBt0111,-30,3,0.998,0.997,0.9975
138,MBt0112,-30,3,0.996,0.995,0.9955
139,MBt0113,0,3,0.997,0.997,0.997
140,MBt0114,-5,3,0.988,0.985,0.9865
141,MBt0115,0,3,0.998,0.997,0.9975
142,MBt0116,0,3,0.992,0.99,0.991
143,MBt0117,0,3,0.996,0.995,0.9955
144,MBt0118,0,3,0.998,0.998,0.998
145,MBt0119,0,3,0.997,0.997,0.997
146,MBt0120,0,3,0.998,0.998,0.998
147,MBt0121,0,3,0.994,0.993,0.9935
353,MR0001,0,4,0.99,0.992,0.991
354,MR0002,0,4,0.997,0.997,0.997
355,MR0003,0,4,0.997,0.997,0.997
356,MR0004,0,4,0.993,0.994,0.9935
357,MR0005,0,4,0.996,0.996,0.996
358,MR0006,-10,4,0.997,0.997,0.997
359,MR0007,0,4,0.996,0.996,0.996
360,MR0008,-20,4,0.989,0.991,0.99
361,MR0009,0,4,0.997,0.997,0.997
362,MR0010,0,4,0.987,0.99,0.9885
363,MR0011,0,4,0.997,0.997,0.997
364,MR0012,0,4,0.998,0.997,0.9975
365,MR0013,0,4,0.997,0.996,0.9965
366,MR0014,-10,4,0.996,0.996,0.996
367,MR0015,-10,4,0.997,0.997,0.997
368,MR0016,0,4,0.997,0.997,0.997
369,MR0017,-10,4,0.996,0.996,0.996
370,MR0018,-10,4,0.996,0.996,0.996
371,MR0019,-40,4,0.995,0.996,0.9955
372,MR0020,-25,4,0.997,0.997,0.997
373,MR0021,0,4,0.992,0.993,0.9925
374,MR0022,0,4,0.998,0.997,0.9975
375,MR0023,0,4,0.976,0.98,0.978
376,MR0024,0,4,0.998,0.997,0.9975
377,MR0025,-10,4,0.998,0.997,0.9975
378,MR0026,-10,4,0.991,0.992,0.9915
379,MR0027,0,4,0.996,0.996,0.996
380,MR0028,-10,4,0.996,0.996,0.996
381,MR0029,-10,4,0.977,0.982,0.9795
382,MR0030,-5,4,0.966,0.974,0.97
383,MR0031,-20,4,0.994,0.995,0.9945
384,MR0032,-20,4,0.995,0.996,0.9955
385,MR0033,-10,4,0.997,0.997,0.997
386,MR0034,0,4,0.996,0.996,0.996
387,MR0035,0,4,0.996,0.996,0.996
388,MR0036,-20,4,0.998,0.997,0.9975
389,MR0037,0,4,0.992,0.993,0.9925
390,MR0038,0,4,0.996,0.996,0.996
391,MR0039,0,4,0.997,0.997,0.997
392,MR0040,-30,4,0.997,0.996,0.9965
393,MR0041,-30,4,0.99,0.992,0.991
395,MR0043,-5,4,0.992,0.994,0.993
396,MR0044,0,4,0.995,0.995,0.995
397,MR0045,-20,4,0.995,0.996,0.9955
398,MR0046,-10,4,0.993,0.994,0.9935
400,MR0050,0,4,0.955,0.967,0.961
401,MR0051,0,4,0.995,0.995,0.995
402,MR0056,-10,4,0.991,0.992,0.9915
403,MR0057,-5,4,0.997,0.997,0.997
404,MR0058,0,4,0.997,0.997,0.997
405,MR0059,-15,4,0.996,0.996,0.996
406,MR0060,-10,4,0.997,0.997,0.997
407,MR0061,-5,4,0.997,0.997,0.997
408,MR0062,-10,4,0.997,0.997,0.997
409,MR0063,0,4,0.997,0.997,0.997
410,MR0064,-10,4,0.998,0.997,0.9975
411,MR0065,0,4,0.991,0.993,0.992
148,NTSt101,0,2,0.997,0.997,0.997
149,NTSt102,-10,2,0.996,0.996,0.996
150,NTSt103,-40,2,0.99,0.992,0.991
151,NTSt104,-20,2,0.995,0.995,0.995
152,NTSt105,-10,2,0.993,0.993,0.993
153,NTSt106,-20,2,0.996,0.996,0.996
154,NTSt107,-20,2,0.993,0.993,0.993
155,NTSt108,0,2,0.996,0.996,0.996
156,NTSt109,-10,2,0.997,0.997,0.997
157,NTSt110,-10,2,0.965,0.971,0.968
158,NTSt111,0,2,0.992,0.992,0.992
159,NTSt112,0,2,0.991,0.992,0.9915
160,NTSt113,0,2,0.997,0.997,0.997
161,NTSt114,-20,2,0.984,0.987,0.9855
162,NTSt115,-10,2,0.996,0.996,0.996
163,NTSt116,-30,2,0.975,0.98,0.9775
412,PV0003,0,1,0.053,0.049,0.051
413,PV0005,-10,1,0.004,0.004,0.004
414,PV0006,-5,1,0.001,0.001,0.001
415,PV0007,0,1,0.005,0.005,0.005
416,PV0008,0,1,0.001,0.001,0.001
164,PVt0003,0,1,0.053,0.05,0.0515
165,PVt0005,-10,1,0.004,0.004,0.004
166,PVt0006,-5,1,0.001,0.001,0.001
167,PVt0007,0,1,0.005,0.005,0.005
168,PVt0008,0,1,0.001,0.001,0.001
0,Tree,0,0,1,2,0
417,TV0002,0,5,0.91,0.909,0.9095
418,TV0003,0,5,0.961,0.961,0.961
419,TV0004,-20,5,0.955,0.955,0.955
420,TV0005,0,5,0.829,0.829,0.829
421,TV0006,0,5,0.948,0.948,0.948
422,TV0007,0,5,0.875,0.876,0.8755
423,TV0008,-20,5,0.943,0.944,0.9435
424,TV0009,-20,5,0.933,0.933,0.933
425,TV0010,-20,5,0.953,0.953,0.953
426,TV0012,-20,5,0.926,0.926,0.926
427,TV0013,-20,5,0.8,0.8,0.8
428,TV0019,-5,5,0.955,0.956,0.9555
429,TV0174,-10,5,0.806,0.806,0.806
430,TV0175,-10,5,0.894,0.893,0.8935
431,TV0176,0,5,0.678,0.678,0.678
432,TV0177,0,5,0.544,0.545,0.5445
433,TV0178,-10,5,0.082,0.083,0.0825
434,TV0179,0,5,0.432,0.432,0.432
435,TV0180,0,5,0.719,0.72,0.7195
436,TV0181,-10,5,0.701,0.701,0.701
437,TV0182,0,5,0.618,0.617,0.6175
438,TV0183,0,5,0.477,0.477,0.477
439,TV0184,0,5,0.938,0.938,0.938
440,TV0185,0,5,0.857,0.857,0.857
441,TV0186,0,5,0.6,0.6,0.6
442,TV0187,0,5,0.802,0.802,0.802
443,TV0188,0,5,0.636,0.637,0.6365
444,TV0189,0,5,0.577,0.579,0.578
445,TV0190,0,5,0.596,0.596,0.596
446,TV0191,0,5,0.59,0.59,0.59
447,TV0192,0,5,0.597,0.6,0.5985
448,TV0193,0,5,0.599,0.599,0.599
449,TV0194,-10,5,0.915,0.915,0.915
450,TV0195,0,5,0.574,0.573,0.5735
451,TV0196,0,5,0.692,0.692,0.692
452,TV0197,0,5,0.204,0.204,0.204
453,TV0198,0,5,0.802,0.802,0.802
454,TV0199,0,5,0.795,0.795,0.795
455,TV0200,-10,5,0.965,0.965,0.965
456,TV0201,0,5,0.673,0.673,0.673
457,TV0202,-10,5,0.533,0.533,0.533
458,TV0203,0,5,0.408,0.409,0.4085
459,TV0204,0,5,0.826,0.826,0.826
460,TV0205,0,5,0.826,0.826,0.826
461,TV0206,0,5,0.412,0.413,0.4125
462,TV0207,-20,5,0.932,0.931,0.9315
463,TV0208,0,5,0.75,0.751,0.7505
464,TV0209,0,5,0.486,0.486,0.486
465,TV0210,-10,5,0.785,0.784,0.7845
466,TV0211,0,5,0.842,0.841,0.8415
467,TV0212,-10,5,0.702,0.702,0.702
468,TV0213,-5,5,0.806,0.805,0.8055
469,TV0214,-5,5,0.433,0.433,0.433
470,TV0215,-10,5,0.427,0.427,0.427
471,TV0216,0,5,0.726,0.725,0.7255
472,TV0217,-15,5,0.783,0.782,0.7825
473,TV0218,-15,5,0.783,0.782,0.7825
474,TV0219,-5,5,0.699,0.699,0.699
475,TV0220,-5,5,0.699,0.699,0.699
476,TV0221,-15,5,0.672,0.672,0.672
477,TV0222,0,5,0.718,0.718,0.718
478,TV0223,0,5,0.718,0.718,0.718
479,TV0224,0,5,0.928,0.928,0.928
480,TV0225,-10,5,0.779,0.777,0.778
481,TV0226,0,5,0.159,0.159,0.159
482,TV0227,-20,5,0.766,0.767,0.7665
483,TV0228,0,5,0.852,0.851,0.8515
484,TV0229,-10,5,0.953,0.953,0.953
485,TV0230,0,5,0.94,0.94,0.94
486,TV0231,0,5,0.815,0.815,0.815
487,TV0232,-5,5,0.76,0.759,0.7595
488,TV0233,0,5,0.946,0.946,0.946
489,TV0234,0,5,0.895,0.895,0.895
490,TV0235,-10,5,0.601,0.601,0.601
491,TV0236,0,5,0.431,0.432,0.4315
492,TV0237,0,5,0.431,0.432,0.4315
493,TV0238,0,5,0.669,0.67,0.6695
494,TV0239,0,5,0.762,0.763,0.7625
495,TV0240,0,5,0.856,0.855,0.8555
496,TV0241,0,5,0.82,0.819,0.8195
497,TV0242,0,5,0.819,0.819,0.819
498,TV0243,0,5,0.819,0.819,0.819
499,TV0244,0,5,0.94,0.94,0.94
500,TV0245,0,5,0.795,0.794,0.7945
501,TV0246,0,5,0.294,0.294,0.294
502,TV0247,-10,5,0.408,0.409,0.4085
503,TV0248,-10,5,0.904,0.904,0.904
504,TV0249,-10,5,0.952,0.952,0.952
505,TV0250,0,5,0.875,0.876,0.8755
506,TV0251,-20,5,0.312,0.314,0.313
507,TV0252,0,5,0.571,0.57,0.5705
508,TV0253,0,5,0.119,0.12,0.1195
509,TV0254,0,5,0.909,0.908,0.9085
510,TV0255,-10,5,0.809,0.809,0.809
511,TV0256,0,5,0.822,0.822,0.822
512,TV0257,0,5,0.038,0.038,0.038
513,TV0258,0,5,0.102,0.102,0.102
514,TV0259,0,5,0.033,0.033,0.033
515,TV0260,0,5,0.352,0.352,0.352
516,TV0261,0,5,0.352,0.353,0.3525
517,TV0262,0,5,0.033,0.033,0.033
518,TV0263,-10,5,0.057,0.057,0.057
519,TV0264,0,5,0.063,0.063,0.063
520,TV0265,0,5,0.072,0.072,0.072
521,TV0266,0,5,0.137,0.137,0.137
522,TV0267,0,5,0.138,0.138,0.138
523,TV0268,0,5,0.167,0.169,0.168
524,TV0269,0,5,0.245,0.245,0.245
525,TV0270,0,5,0.214,0.217,0.2155
526,TV0271,0,5,0.405,0.406,0.4055
527,TV0272,0,5,0.043,0.044,0.0435
528,TV0273,0,5,0.07,0.07,0.07
529,TV0274,0,5,0.055,0.054,0.0545
530,TV0275,0,5,0.067,0.067,0.067
531,TV0276,0,5,0.073,0.074,0.0735
532,TV0277,-10,5,0.036,0.036,0.036
533,TV0278,-10,5,0.038,0.038,0.038
534,TV0279,0,5,0.075,0.075,0.075
535,TV0280,0,5,0.075,0.075,0.075
536,TV0281,0,5,0.083,0.084,0.0835
537,TV0282,0,5,0.11,0.11,0.11
538,TV0283,0,5,0.154,0.155,0.1545
539,TV0284,0,5,0.147,0.148,0.1475
540,TV0285,0,5,0.199,0.2,0.1995
541,TV0286,-10,5,0.343,0.343,0.343
542,TV0287,0,5,0.111,0.111,0.111
543,TV0288,0,5,0.418,0.419,0.4185
544,TV0289,0,5,0.218,0.218,0.218
545,TV0290,0,5,0.044,0.044,0.044
546,TV0291,0,5,0.039,0.039,0.039
547,TV0292,-20,5,0.063,0.064,0.0635
548,TV0293,0,5,0.04,0.04,0.04
549,TV0294,0,5,0.273,0.275,0.274
550,TV0295,0,5,0.273,0.274,0.2735
551,TV0296,0,5,0.053,0.053,0.053
552,TV0297,0,5,0.323,0.324,0.3235
553,TV0298,0,5,0.097,0.097,0.097
554,TV0299,0,5,0.104,0.105,0.1045
555,TV0300,0,5,0.085,0.085,0.085
556,TV0301,0,5,0.108,0.109,0.1085
557,TV0302,-10,5,0.047,0.047,0.047
558,TV0303,-10,5,0.192,0.191,0.1915
559,TV0304,-5,5,0.076,0.077,0.0765
560,TV0305,0,5,0.196,0.196,0.196
561,TV0307,0,5,0.193,0.195,0.194
562,TV0308,0,5,0.109,0.108,0.1085
563,TV0309,0,5,0.042,0.042,0.042
564,TV0310,0,5,0.042,0.042,0.042
565,TV0311,0,5,0.193,0.194,0.1935
566,TV0312,0,5,0.193,0.194,0.1935
567,TV0313,0,5,0.143,0.144,0.1435
568,TV0314,-10,5,0.111,0.112,0.1115
569,TV0315,0,5,0.055,0.056,0.0555
570,TV0316,-10,5,0.261,0.262,0.2615
571,TV0317,-10,5,0.262,0.262,0.262
572,TV0318,0,5,0.077,0.078,0.0775
573,TV0319,0,5,0.092,0.093,0.0925
574,TV0320,-10,5,0.068,0.068,0.068
575,TV0321,0,5,0.056,0.057,0.0565
576,TV0322,-10,5,0.037,0.037,0.037
577,TV0323,0,5,0.056,0.057,0.0565
578,TV0324,0,5,0.057,0.057,0.057
579,TV0325,0,5,0.032,0.032,0.032
580,TV0326,0,5,0.074,0.074,0.074
581,TV0327,0,5,0.116,0.116,0.116
582,TV0328,0,5,0.032,0.032,0.032
583,TV0329,0,5,0.062,0.062,0.062
584,TV0330,0,5,0.076,0.076,0.076
585,TV0331,0,5,0.055,0.055,0.055
586,TV0332,0,5,0.055,0.055,0.055
587,TV0333,0,5,0.075,0.075,0.075
588,TV0334,-10,5,0.913,0.913,0.913
589,TV0335,0,5,0.038,0.038,0.038
590,TV0336,-20,5,0.835,0.834,0.8345
591,TV0337,-10,5,0.292,0.293,0.2925
592,TV0338,0,5,0.11,0.11,0.11
593,TV0339,-10,5,0.201,0.201,0.201
594,TV0340,-10,5,0.201,0.202,0.2015
595,TV0341,-10,5,0.954,0.953,0.9535
596,TV0342,0,5,0.062,0.062,0.062
597,TV0343,-10,5,0.224,0.225,0.2245
598,TV0344,0,5,0.28,0.281,0.2805
599,TV0345,0,5,0.189,0.19,0.1895
600,TV0346,0,5,0.19,0.19,0.19
601,TV0347,-30,5,0.949,0.949,0.949
602,TV0348,-30,5,0.765,0.764,0.7645
603,TV0349,-35,5,0.939,0.939,0.939
604,TV0350,-30,5,0.916,0.916,0.916
605,TV0351,-45,5,0.901,0.901,0.901
606,TV0352,-35,5,0.864,0.864,0.864
607,TV0353,-40,5,0.726,0.726,0.726
608,TV0354,-40,5,0.891,0.891,0.891
609,TV0355,-45,5,0.684,0.682,0.683
610,TV0356,-30,5,0.933,0.933,0.933
611,TV0357,-30,5,0.898,0.897,0.8975
612,TV0358,-30,5,0.957,0.957,0.957
613,TV0359,-35,5,0.816,0.815,0.8155
614,TV0360,-35,5,0.845,0.845,0.845
615,TV0361,-30,5,0.955,0.955,0.955
616,TV0369,0,5,0.961,0.961,0.961
617,TV0393,0,5,0.094,0.094,0.094
618,TV0399,0,5,0.375,0.375,0.375
619,TV0400,0,5,0.634,0.633,0.6335
620,TV0409,-5,5,0.204,0.204,0.204
621,TV0441,-10,5,0.083,0.084,0.0835
623,TV0459,-10,5,0.064,0.065,0.0645
624,TV0480,-20,5,0.052,0.052,0.052
625,TV0484,-35,5,0.209,0.21,0.2095
626,TV0485,-30,5,0.801,0.801,0.801
627,TV0487,-15,5,0.359,0.358,0.3585
629,TV0492,-5,5,0.286,0.287,0.2865
630,TV0538,0,5,0.569,0.568,0.5685
631,TV0553,-15,5,0.891,0.891,0.891
632,TV0555,-5,5,0.81,0.81,0.81
633,TV0571,0,5,0.935,0.935,0.935
634,TV0575,-5,5,0.207,0.209,0.208
635,TV0586,0,5,0.721,0.722,0.7215
636,TV0610,-10,5,0.062,0.063,0.0625
637,TV0638,0,5,0.095,0.095,0.095
638,TV0658,0,5,0.898,0.899,0.8985
639,TV0664,0,5,0.034,0.034,0.034
640,TV0691,0,5,0.062,0.061,0.0615
641,TV0716,-40,5,0.068,0.068,0.068
642,TV0717,0,5,0.039,0.039,0.039
643,TV0720,0,5,0.785,0.785,0.785
644,TV0721,-30,5,0.048,0.049,0.0485
645,TV0724,-30,5,0.62,0.62,0.62
646,TV0725,0,5,0.072,0.073,0.0725
647,TV0728,0,5,0.803,0.801,0.802
648,TV0795,-10,5,0.775,0.776,0.7755
649,TV0833,0,5,0.699,0.7,0.6995
650,TV0838,0,5,0.675,0.675,0.675
651,TV0883,0,5,0.621,0.621,0.621
652,TV0886,0,5,0.273,0.274,0.2735
653,TV0892,-10,5,0.249,0.25,0.2495
654,TV0893,-10,5,0.29,0.29,0.29
655,TV0895,0,5,0.353,0.354,0.3535
656,TV0897,0,5,0.44,0.44,0.44
657,TV0898,0,5,0.064,0.065,0.0645
658,TV0899,0,5,0.052,0.052,0.052
659,TV0901,0,5,0.87,0.869,0.8695
660,TV0904,0,5,0.326,0.326,0.326
661,TV0907,0,5,0.809,0.808,0.8085
662,TV0910,0,5,0.911,0.912,0.9115
663,TV0913,0,5,0.11,0.11,0.11
664,TV0918,0,5,0.82,0.82,0.82
665,TV0919,0,5,0.767,0.769,0.768
666,TV0920,0,5,0.591,0.591,0.591
667,TV0923,0,5,0.709,0.71,0.7095
668,TV0926,0,5,0.07,0.071,0.0705
669,TV0928,-5,5,0.855,0.856,0.8555
670,TV0930,0,5,0.965,0.965,0.965
671,TV0936,0,5,0.176,0.176,0.176
672,TV0946,0,5,0.852,0.851,0.8515
673,TV0952,0,5,0.613,0.613,0.613
674,TV0955,0,5,0.346,0.346,0.346
675,TV0956,0,5,0.855,0.856,0.8555
676,TV0958,0,5,0.035,0.035,0.035
677,TV0959,0,5,0.29,0.293,0.2915
678,TV0961,0,5,0.155,0.154,0.1545
679,TV0962,0,5,0.598,0.597,0.5975
680,TV0969,0,5,0.109,0.108,0.1085
681,TV0971,0,5,0.206,0.207,0.2065
682,TV0972,0,5,0.204,0.205,0.2045
683,TV0975,0,5,0.076,0.076,0.076
684,TV0976,0,5,0.062,0.062,0.062
685,TV0977,-5,5,0.366,0.367,0.3665
686,TV0979,-10,5,0.044,0.044,0.044
687,TV0980,0,5,0.069,0.07,0.0695
688,TV0981,-10,5,0.155,0.156,0.1555
689,TV0983,0,5,0.133,0.133,0.133
690,TV0984,0,5,0.585,0.586,0.5855
691,TV0986,-10,5,0.038,0.038,0.038
692,TV0989,0,5,0.076,0.076,0.076
693,TV0991,0,5,0.961,0.961,0.961
694,TV0992,0,5,0.302,0.302,0.302
695,TV0996,0,5,0.102,0.101,0.1015
696,TV0997,0,5,0.126,0.127,0.1265
697,TV0998,0,5,0.903,0.903,0.903
698,TV0999,-5,5,0.214,0.215,0.2145
699,TV1003,0,5,0.362,0.362,0.362
700,TV1004,0,5,0.272,0.272,0.272
701,TV1005,0,5,0.143,0.144,0.1435
702,TV1006,0,5,0.048,0.047,0.0475
703,TV1007,-10,5,0.25,0.251,0.2505
704,TV1008,-5,5,0.186,0.186,0.186
705,TV1009,0,5,0.281,0.281,0.281
706,TV1011,0,5,0.17,0.171,0.1705
707,TV1018,0,5,0.114,0.114,0.114
708,TV1019,-5,5,0.767,0.768,0.7675
709,TV1020,-5,5,0.105,0.106,0.1055
710,TV1022,0,5,0.135,0.136,0.1355
711,TV1024,0,5,0.796,0.795,0.7955
712,TV1026,0,5,0.571,0.572,0.5715
713,TV1027,-10,5,0.445,0.445,0.445
714,TV1028,0,5,0.032,0.032,0.032
715,TV1030,0,5,0.824,0.823,0.8235
716,TV1032,0,5,0.064,0.065,0.0645
717,TV1036,0,5,0.811,0.812,0.8115
718,TV1042,0,5,0.575,0.575,0.575
719,TV1043,0,5,0.305,0.305,0.305
720,TV1046,0,5,0.485,0.486,0.4855
721,TV1047,0,5,0.735,0.735,0.735
722,TV1055,0,5,0.47,0.471,0.4705
723,TV1058,0,5,0.377,0.376,0.3765
724,TV1061,0,5,0.687,0.687,0.687
725,TV1065,0,5,0.097,0.097,0.097
726,TV1069,0,5,0.878,0.878,0.878
727,TV1074,0,5,0.082,0.083,0.0825
728,TV1080,0,5,0.065,0.066,0.0655
729,TV1082,0,5,0.044,0.044,0.044
730,TV1084,0,5,0.073,0.074,0.0735
731,TV1086,0,5,0.102,0.102,0.102
732,TV1087,0,5,0.209,0.211,0.21
733,TV1088,0,5,0.24,0.24,0.24
734,TV1090,0,5,0.074,0.073,0.0735
735,TV1091,0,5,0.114,0.114,0.114
736,TV1092,0,5,0.06,0.06,0.06
737,TV1093,0,5,0.049,0.049,0.049
738,TV1095,0,5,0.046,0.046,0.046
739,TV1097,0,5,0.103,0.103,0.103
740,TV1099,-5,5,0.051,0.051,0.051
741,TV1100,-5,5,0.096,0.098,0.097
742,TV1101,-5,5,0.248,0.248,0.248
743,TV1102,0,5,0.048,0.048,0.048
744,TV1103,0,5,0.479,0.48,0.4795
745,TV1104,0,5,0.159,0.159,0.159
746,TV1107,0,5,0.287,0.287,0.287
747,TV1108,0,5,0.445,0.446,0.4455
748,TV1109,0,5,0.212,0.211,0.2115
749,TV1110,0,5,0.116,0.116,0.116
750,TV1111,0,5,0.111,0.111,0.111
751,TV1112,0,5,0.704,0.703,0.7035
752,TV1113,0,5,0.819,0.82,0.8195
753,TV1114,0,5,0.858,0.858,0.858
754,TV1115,0,5,0.103,0.104,0.1035
755,TV1116,-10,5,0.221,0.22,0.2205
756,TV1117,0,5,0.947,0.947,0.947
757,TV1118,0,5,0.974,0.974,0.974
758,TV1119,-10,5,0.778,0.779,0.7785
759,TV1120,-10,5,0.836,0.835,0.8355
760,TV1121,0,5,0.771,0.771,0.771
761,TV1122,-5,5,0.52,0.522,0.521
762,TV1132,0,5,0.819,0.819,0.819
763,TV1133,0,5,0.268,0.268,0.268
764,TV1134,0,5,0.818,0.818,0.818
765,TV1136,0,5,0.468,0.468,0.468
766,TV1137,-5,5,0.035,0.035,0.035
767,TV1138,0,5,0.879,0.879,0.879
768,TV1141,0,5,0.728,0.729,0.7285
769,TV1142,0,5,0.456,0.456,0.456
770,TV1147,0,5,0.042,0.043,0.0425
771,TV1161,0,5,0.739,0.74,0.7395
772,TV1162,0,5,0.637,0.637,0.637
